date,VWOB,EMB,EMB/VWOB,EMB/VWOB avg,EMB/VWOB 10 dma,EMB/VWOB 20 dma,VWOB avg,VWOB 10 dma,VWOB 20 dma,avg diff,10 dma diff,20 dma diff,VWOB div,EMB div,VWOB*,EMB*,EMB*/VWOB*,EMB*/VWOB* avg,EMB*/VWOB* 10 dma,EMB*/VWOB* 20 dma,VWOB* avg,VWOB* 10 dma,VWOB* 20 dma,avg diff*,10 dma diff*,20 dma diff*
2026-01-02,67.45,96.3,1.4277242401779096,1.432649207446837,,,,,,,,,0.0,0.0,67.45,96.3,1.4277242401779096,1.432649207446837,,,,,,,,
2026-01-05,67.53,96.45,1.4282541092847623,1.432649207446837,,,96.7468009788849,,,-0.003072527193772873,,,0.0,0.0,67.53,96.45,1.4282541092847623,1.432649207446837,,,96.7468009788849,,,-0.003072527193772873,,
2026-01-06,67.47,96.35,1.428042092781977,1.432649207446837,,,96.6608420264381,,,-0.0032209827377191374,,,0.0,0.0,67.47,96.35,1.428042092781977,1.432649207446837,,,96.6608420264381,,,-0.0032209827377191374,,
2026-01-07,67.37,96.16,1.4273415466824995,1.432649207446837,,,96.51757710569342,,,-0.003711667144431547,,,0.0,0.0,67.37,96.16,1.4273415466824995,1.432649207446837,,,96.51757710569342,,,-0.003711667144431547,,
2026-01-08,67.29,96.01,1.4268093327388913,1.432649207446837,,,96.40296516909768,,,-0.004084607449454744,,,0.0,0.0,67.29,96.01,1.4268093327388913,1.432649207446837,,,96.40296516909768,,,-0.004084607449454744,,
2026-01-09,67.43,96.36,1.4290375203915169,1.432649207446837,,,96.60353605814024,,,-0.0025241679585805044,,,0.0,0.0,67.43,96.36,1.4290375203915169,1.432649207446837,,,96.60353605814024,,,-0.0025241679585805044,,
2026-01-12,67.39,96.28,1.4286986199732898,1.432649207446837,,,96.54623008984235,,,-0.0027613490020148546,,,0.0,0.0,67.39,96.28,1.4286986199732898,1.432649207446837,,,96.54623008984235,,,-0.0027613490020148546,,
2026-01-13,67.37,96.16,1.4273415466824995,1.432649207446837,,,96.51757710569342,,,-0.003711667144431547,,,0.0,0.0,67.37,96.16,1.4273415466824995,1.432649207446837,,,96.51757710569342,,,-0.003711667144431547,,
2026-01-14,67.48,96.36,1.4279786603438054,1.432649207446837,,,96.67516851851258,,,-0.003265402889857495,,,0.0,0.0,67.48,96.36,1.4279786603438054,1.432649207446837,,,96.67516851851258,,,-0.003265402889857495,,
2026-01-15,67.5,96.4,1.4281481481481482,1.432649207446837,1.42793758172053,,96.7038215026615,,,-0.0031467192207445347,,,0.0,0.0,67.5,96.4,1.4281481481481482,1.432649207446837,1.42793758172053,,96.7038215026615,,,-0.0031467192207445347,,
2026-01-16,67.41,96.21,1.4272363150867824,1.432649207446837,1.4278887892114172,,96.57488307399129,96.25727238378091,,-0.0037853954509347062,-0.0004912251745038703,,0.0,0.0,67.41,96.21,1.4272363150867824,1.432649207446837,1.4278887892114172,,96.57488307399129,96.25727238378091,,-0.0037853954509347062,-0.0004912251745038703,
2026-01-20,67.1,95.73,1.4266766020864383,1.432649207446837,1.4277310384915847,,96.13076181968276,95.81133775608609,,-0.004177637978134637,-0.0008492972005737727,,0.0,0.0,67.1,95.73,1.4266766020864383,1.432649207446837,1.4277310384915847,,96.13076181968276,95.81133775608609,,-0.004177637978134637,-0.0008492972005737727,
2026-01-21,67.55,96.5,1.4285714285714286,1.432649207446837,1.42778397207053,,96.77545396303384,96.44323165010654,,-0.00285037902002805,0.0005884461563751442,,0.0,0.0,67.55,96.5,1.4285714285714286,1.432649207446837,1.42778397207053,,96.77545396303384,96.44323165010654,,-0.00285037902002805,0.0005884461563751442,
2026-01-22,67.57,96.48,1.4278525973064973,1.432649207446837,1.4278350771329298,,96.80410694718277,96.47536299280571,,-0.003353687543968206,4.806300403630154e-05,,0.0,0.0,67.57,96.48,1.4278525973064973,1.432649207446837,1.4278350771329298,,96.80410694718277,96.47536299280571,,-0.003353687543968206,4.806300403630154e-05,
2026-01-23,67.72,96.72,1.4282339043118724,1.432649207446837,1.427977534290228,,97.0190043282998,96.69299142344201,,-0.003086673917157728,0.0002792839977788619,,0.0,0.0,67.72,96.72,1.4282339043118724,1.432649207446837,1.427977534290228,,97.0190043282998,96.69299142344201,,-0.003086673917157728,0.0002792839977788619,
2026-01-26,67.77,96.82,1.428655747380847,1.432649207446837,1.4279393569891607,,97.09063678867214,96.77403749884874,,-0.0027913575952337364,0.0004748338596442192,,0.0,0.0,67.77,96.82,1.428655747380847,1.432649207446837,1.4279393569891607,,97.09063678867214,96.77403749884874,,-0.0027913575952337364,0.0004748338596442192,
2026-01-27,67.74,96.78,1.4286979627989371,1.432649207446837,1.4279392912717257,,97.04765731244873,96.72861204244575,,-0.002761808983213523,0.0005311180543319645,,0.0,0.0,67.74,96.78,1.4286979627989371,1.432649207446837,1.4279392912717257,,97.04765731244873,96.72861204244575,,-0.002761808983213523,0.0005311180543319645,
2026-01-28,67.67,96.66,1.4284025417467119,1.432649207446837,1.428045390778147,,96.94737186792747,96.62865184035768,,-0.0029686067859566764,0.00032436627415731385,,0.0,0.0,67.67,96.66,1.4284025417467119,1.432649207446837,1.428045390778147,,96.94737186792747,96.62865184035768,,-0.0029686067859566764,0.00032436627415731385,
