,bop date,eop date,day count,bop XLY price,eop XLY price,bop VCR price,eop VCR price,eop VCR / eop XLY,bop VCR / XLY moving avg,eop VCR / XLY moving avg,eop XLY unit price,eop VCR / eop VCR,bop VCR / VCR moving avg,eop VCR / VCR moving avg,eop VCR unit price,XLY unit price pct diff,VCR unit price pct diff,unit price pct diff,month end liquidation,go short,exit short,current_position,new_position,XLY shares per unit,bop XLY shares,eop XLY shares,eop XLY shares bought,eop XLY shares sold,eop XLY shares traded,VCR shares per unit,bop VCR shares,eop VCR shares,eop VCR shares bought,eop VCR shares sold,eop VCR shares traded,XLY daily commission,VCR daily commission,daily total commissions,XLY cop,XLY pct cop,XLY daily position pnl,VCR cop,VCR pct cop,VCR daily position pnl,daily position pnl,short XLY investment amount,long XLY investment amount,XLY investment amount,daily XLY borrow cost,short VCR investment amount,long VCR investment amount,VCR investment amount,daily VCR borrow cost,net investment amount,gross investment amount,short investment amount,daily borrow cost,daily net profit,cumulative net profit,drawdown
0,2024-01-02,2024-01-03,1,,86.785,,294.83,3.3972460678688714,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2024-01-03,2024-01-04,1,86.785,86.175,294.83,292.73,3.396924862199014,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.6099999999999994,-0.00705368326991586,,-2.099999999999966,-0.007148236578451315,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2024-01-04,2024-01-05,1,86.175,86.31,292.73,293.38,3.3991426254199975,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,0.13500000000000512,0.0015653538286372396,,0.6499999999999773,0.0022180145927476274,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2024-01-05,2024-01-08,3,86.31,87.78,293.38,298.6,3.4016860332649808,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,1.4699999999999989,0.016888218028521796,,5.220000000000027,0.017636188045473317,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2024-01-08,2024-01-09,1,87.78,87.455,298.6,297.51,3.401863815676634,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.32500000000000284,-0.0037093089010614526,,-1.0900000000000318,-0.0036570472389466655,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2024-01-09,2024-01-10,1,87.455,88.155,297.51,300.13,3.40457149339232,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,0.7000000000000028,0.007972253373696954,,2.6200000000000045,0.008767876261616757,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2024-01-10,2024-01-11,1,88.155,88.04,300.13,299.59,3.402885052248977,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.11499999999999488,-0.001305372074462452,,-0.5400000000000205,-0.0018008408788643185,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,2024-01-11,2024-01-12,1,88.04,86.98,299.59,296.38,3.407449988503104,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-1.0600000000000023,-0.012113049488768552,,-3.2099999999999795,-0.010772458486863376,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2024-01-12,2024-01-16,4,86.98,86.88,296.38,295.83,3.405041436464088,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.10000000000000853,-0.001150350983867116,,-0.5500000000000114,-0.0018574497496849705,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,2024-01-16,2024-01-17,1,86.88,86.12,295.83,293.36,3.4064096609382255,,,,1.0,,,,,,,False,False,False,0,0,,,,,,,,,,,,,,,0.0,-0.7599999999999909,-0.008786183689462976,,-2.4699999999999704,-0.008384441249276777,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
