,bop date,eop date,day count,bop XLU price,eop XLU price,bop VPU price,eop VPU price,eop VPU / eop XLU,bop VPU / XLU moving avg,eop VPU / XLU moving avg,eop XLU unit price,eop VPU / eop VPU,bop VPU / VPU moving avg,eop VPU / VPU moving avg,eop VPU unit price,XLU unit price pct diff,VPU unit price pct diff,unit price pct diff,month end liquidation,go short,exit short,current_position,new_position,XLU shares per unit,bop XLU shares,eop XLU shares,eop XLU shares bought,eop XLU shares sold,eop XLU shares traded,VPU shares per unit,bop VPU shares,eop VPU shares,eop VPU shares bought,eop VPU shares sold,eop VPU shares traded,XLU daily commission,VPU daily commission,daily total commissions,XLU cop,XLU pct cop,XLU daily position pnl,VPU cop,VPU pct cop,VPU daily position pnl,daily position pnl,short XLU investment amount,long XLU investment amount,XLU investment amount,daily XLU borrow cost,short VPU investment amount,long VPU investment amount,VPU investment amount,daily VPU borrow cost,net investment amount,gross investment amount,short investment amount,daily borrow cost,daily net profit,cumulative net profit,drawdown
178,2024-09-17,2024-09-18,1,39.54,39.24,170.92,169.59,4.321865443425076,4.324628239145275,4.324230940231868,169.6984121040606,1.0,1.0,1.0,169.59,0.0006390557642557,0.0,0.0006390557642557,False,False,False,-1,-1,2552.0,-2530.0,-2552.0,0.0,22.0,-22.0,590.0,585.0,590.0,5.0,-0.0,5.0,-0.11,-0.025,-0.135,-0.29999999999999716,-0.007616183045308398,758.9999999999928,-1.329999999999984,-0.007811851420514953,-778.0499999999906,-19.049999999997794,-100036.2,0.0,-100036.2,-2.778783333333333,0.0,99988.2,99988.2,0.0,-48.0,200024.4,-100036.2,-2.778783333333333,-21.96378333333113,-436.2295924999508,-619.7694104166412
179,2024-09-18,2024-09-19,1,39.24,39.01,169.59,168.73,4.325301204819277,4.324230940231868,4.323988696355967,168.6882489784452,1.0,1.0,1.0,168.73,-0.0002474734066357703,0.0,-0.0002474734066357703,False,False,True,-1,0,2564.0,-2552.0,0.0,2552.0,-0.0,2552.0,593.0,590.0,0.0,0.0,590.0,-590.0,-12.76,-2.95,-15.71,-0.23000000000000398,-0.005878611178597274,586.9600000000102,-0.8600000000000136,-0.005083955145063112,-507.40000000000805,79.5600000000021,-100140.48000000001,0.0,-100140.48000000001,-2.7816800000000006,0.0,100058.1,100058.1,0.0,-82.38000000000466,200198.58000000002,-100140.48000000001,-2.7816800000000006,61.0683200000021,-375.1612724999487,-558.7010904166391
180,2024-09-19,2024-09-20,1,39.01,40.04,168.73,172.84,4.316683316683317,4.323988696355967,4.323375581243449,173.1325074020929,1.0,1.0,1.0,172.84,0.0016909289930872725,0.0,0.0016909289930872725,False,True,False,0,-1,2504.0,0.0,-2504.0,0.0,2504.0,-2504.0,579.0,0.0,579.0,579.0,-0.0,579.0,-12.52,-2.895,-15.415,1.0300000000000011,0.02606093092845466,0.0,4.110000000000014,0.024066506853486352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.415,-390.57627249994874,-574.116090416639
181,2024-09-20,2024-09-23,3,40.04,40.165,172.84,174.54,4.345574505166189,4.323375581243449,4.3241202306598066,173.64838022064313,1.0,1.0,1.0,174.54,-0.0051214904282462555,0.0,-0.0051214904282462555,False,False,True,-1,0,2477.0,-2504.0,0.0,2504.0,-0.0,2504.0,573.0,579.0,0.0,0.0,579.0,-579.0,-12.52,-2.895,-15.415,0.125,0.003117015178755922,-313.0,1.6999999999999886,0.00978763067143272,984.2999999999934,671.2999999999934,-100260.16,0.0,-100260.16,-8.355013333333334,0.0,100074.36,100074.36,0.0,-185.8000000000029,200334.52000000002,-100260.16,-8.355013333333334,647.5299866666601,256.95371416671134,0.0
182,2024-09-23,2024-09-24,1,40.165,39.88,174.54,173.15,4.341775325977934,4.3241202306598066,4.324887036742658,172.4459147987131,1.0,1.0,1.0,173.15,-0.004074620938908079,0.0,-0.004074620938908079,False,False,True,0,0,2499.0,0.0,0.0,0.0,-0.0,0.0,578.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.2849999999999966,-0.007121024532138131,-0.0,-1.3899999999999864,-0.00799567088673427,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.95371416671134,0.0
183,2024-09-24,2024-09-25,1,39.88,40.09,173.15,174.03,4.340982788725368,4.324887036742658,4.325417785526955,173.38472130301318,1.0,1.0,1.0,174.03,-0.003714750121140605,0.0,-0.003714750121140605,False,False,True,0,0,2487.0,0.0,0.0,0.0,-0.0,0.0,575.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.21000000000000085,0.005251981560778062,0.0,0.8799999999999955,0.005069427297651643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.95371416671134,0.0
184,2024-09-25,2024-09-26,1,40.09,39.815,174.03,172.91,4.342835614718071,4.325417785526955,4.326107567856273,172.21650913075572,1.0,1.0,1.0,172.91,-0.004018768679014502,0.0,-0.004018768679014502,False,False,True,0,0,2500.0,0.0,0.0,0.0,-0.0,0.0,578.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.2750000000000057,-0.006883200945007566,-0.0,-1.1200000000000045,-0.0064564702293847245,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,256.95371416671134,0.0
185,2024-09-26,2024-09-27,1,39.815,40.21,172.91,173.33,4.310619248943049,4.326107567856273,4.325275614297086,173.95278530350072,1.0,1.0,1.0,173.33,0.003586621609099355,0.0,0.003586621609099355,False,True,False,0,-1,2496.0,0.0,-2496.0,0.0,2496.0,-2496.0,577.0,0.0,577.0,577.0,-0.0,577.0,-12.48,-2.8850000000000002,-15.365,0.3950000000000031,0.009871995199774606,0.0,0.4200000000000159,0.002426064036521125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.365,241.58871416671133,-15.365000000000009
186,2024-09-27,2024-09-30,3,40.21,40.39,173.33,174.05,4.309234959148304,4.325275614297086,4.3243394070834436,174.6978820614593,1.0,1.0,1.0,174.05,0.003715479520347591,0.0,0.003715479520347591,True,True,False,-1,0,2487.0,-2496.0,0.0,2496.0,-0.0,2496.0,575.0,577.0,0.0,0.0,577.0,-577.0,-12.48,-2.8850000000000002,-15.365,0.17999999999999972,0.004466508666138778,-449.2799999999993,0.7199999999999989,0.004145322304228893,415.4399999999994,-33.83999999999992,-100364.16,0.0,-100364.16,-8.36368,0.0,100011.41,100011.41,0.0,-352.75,200375.57,-100364.16,-8.36368,-57.56867999999992,184.0200341667114,-72.93367999999992
187,2024-09-30,2024-10-01,1,40.39,40.715,174.05,175.33,4.306275328503009,4.3243394070834436,4.323389062193288,176.0654789594024,1.0,1.0,1.0,175.33,0.00418605290862376,0.0,0.00418605290862376,False,True,False,0,-1,2465.0,0.0,-2465.0,0.0,2465.0,-2465.0,570.0,0.0,570.0,570.0,-0.0,570.0,-12.325000000000001,-2.85,-15.175,0.32500000000000284,0.00801434534377323,0.0,1.2800000000000011,0.007327298224588969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.175,168.8450341667114,-88.10867999999994
188,2024-10-01,2024-10-02,1,40.715,40.735,175.33,175.27,4.302688106051307,4.323389062193288,4.322396954415025,176.11325344844357,1.0,1.0,1.0,175.27,0.004799631507565357,0.0,0.004799631507565357,False,True,False,-1,-1,2469.0,-2465.0,-2469.0,0.0,4.0,-4.0,571.0,570.0,571.0,1.0,-0.0,1.0,-0.02,-0.005,-0.025,0.01999999999999602,0.0004910988435102856,-49.29999999999019,-0.060000000000002274,-0.0003422703969523094,-34.200000000001296,-83.49999999999149,-100362.475,0.0,-100362.475,-2.787846527777778,0.0,99938.1,99938.1,0.0,-424.375,200300.575,-100362.475,-2.787846527777778,-86.31284652776927,82.53218763894213,-174.4215265277692
189,2024-10-02,2024-10-03,1,40.735,40.72,175.27,175.14,4.301080550098232,4.322396954415025,4.321375825343737,176.0080039837798,1.0,1.0,1.0,175.14,0.004943817090584905,0.0,0.004943817090584905,False,True,False,-1,-1,2468.0,-2469.0,-2468.0,1.0,-0.0,1.0,571.0,571.0,571.0,0.0,-0.0,0.0,-0.005,-0.0,-0.005,-0.015000000000000568,-0.00036830152033779674,37.0350000000014,-0.13000000000002387,-0.0007419879910063646,-74.23000000001363,-37.19500000001223,-100574.715,0.0,-100574.715,-2.7937420833333335,0.0,100079.17000000001,100079.17000000001,0.0,-495.5449999999837,200653.885,-100574.715,-2.7937420833333335,-39.993742083345566,42.53844555559657,-214.41526861111475
190,2024-10-03,2024-10-04,1,40.72,40.655,175.14,174.88,4.301561923502644,4.321375825343737,4.320171481787608,175.68553417934965,1.0,1.0,1.0,174.88,0.004595634873038068,0.0,0.004595634873038068,False,True,False,-1,-1,2472.0,-2468.0,-2472.0,0.0,4.0,-4.0,572.0,571.0,572.0,1.0,-0.0,1.0,-0.02,-0.005,-0.025,-0.06499999999999773,-0.0015975425824664134,160.4199999999944,-0.2599999999999909,-0.001485629665849878,-148.4599999999948,11.959999999999582,-100496.95999999999,0.0,-100496.95999999999,-2.791582222222222,0.0,100004.93999999999,100004.93999999999,0.0,-492.0200000000041,200501.89999999997,-100496.95999999999,-2.791582222222222,9.143417777777358,51.681863333373926,-205.2718508333374
191,2024-10-04,2024-10-07,3,40.655,39.72,174.88,171.01,4.305387713997986,4.320171481787608,4.319543632224075,171.5972112566038,1.0,1.0,1.0,171.01,0.0034279011784510197,0.0,0.0034279011784510197,False,True,False,-1,-1,2527.0,-2472.0,-2527.0,0.0,55.0,-55.0,585.0,572.0,585.0,13.0,-0.0,13.0,-0.275,-0.065,-0.34,-0.9350000000000023,-0.02326699048282908,2311.3200000000056,-3.8700000000000045,-0.022377990103266073,-2213.6400000000026,97.68000000000302,-100499.16,0.0,-100499.16,-8.374929999999999,0.0,100031.36,100031.36,0.0,-467.8000000000029,200530.52000000002,-100499.16,-8.374929999999999,88.96507000000301,140.64693333337692,-116.30678083333441
192,2024-10-07,2024-10-08,1,39.72,39.74,171.01,171.06,4.304479114242577,4.319543632224075,4.318723974229039,171.65866394458476,1.0,1.0,1.0,171.06,0.0034936209578120027,0.0,0.0034936209578120027,False,True,False,-1,-1,2527.0,-2527.0,-2527.0,0.0,-0.0,0.0,585.0,585.0,585.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.020000000000003126,0.000503397946698961,-50.5400000000079,0.05000000000001137,0.0002923378276733463,29.25000000000665,-21.29000000000125,-100372.44,0.0,-100372.44,-2.7881233333333335,0.0,100040.84999999999,100040.84999999999,0.0,-331.59000000001106,200413.28999999998,-100372.44,-2.7881233333333335,-24.078123333334585,116.56881000004233,-140.384904166669
193,2024-10-08,2024-10-09,1,39.74,39.4,171.06,169.67,4.306345177664975,4.318723974229039,4.318163903919741,170.15772458462413,1.0,1.0,1.0,169.67,0.0028704245370063937,0.0,0.0028704245370063937,False,True,False,-1,-1,2544.0,-2527.0,-2544.0,0.0,17.0,-17.0,589.0,585.0,589.0,4.0,-0.0,4.0,-0.085,-0.02,-0.10500000000000001,-0.3400000000000034,-0.008592420819782691,859.1800000000086,-1.3900000000000148,-0.008158998097787534,-813.1500000000086,46.02999999999997,-100422.98000000001,0.0,-100422.98000000001,-2.789527222222223,0.0,100070.1,100070.1,0.0,-352.88000000000466,200493.08000000002,-100422.98000000001,-2.789527222222223,43.13547277777775,159.70428277782008,-97.24943138889125
194,2024-10-09,2024-10-10,1,39.4,39.28,169.67,169.15,4.306262729124236,4.318163903919741,4.317660384468915,169.61747814596743,1.0,1.0,1.0,169.15,0.002759877927212648,0.0,0.002759877927212648,False,True,False,-1,-1,2552.0,-2544.0,-2552.0,0.0,8.0,-8.0,591.0,589.0,591.0,2.0,-0.0,2.0,-0.04,-0.01,-0.05,-0.11999999999999744,-0.00305033281762298,305.2799999999935,-0.5199999999999818,-0.003069478828130549,-306.2799999999893,-0.9999999999957936,-100233.59999999999,0.0,-100233.59999999999,-2.7842666666666664,0.0,99935.62999999999,99935.62999999999,0.0,-297.97000000000116,200169.22999999998,-100233.59999999999,-2.7842666666666664,-3.83426666666246,155.8700161111576,-101.08369805555373
195,2024-10-10,2024-10-11,1,39.28,39.625,169.15,170.71,4.30813880126183,4.317660384468915,4.317088205611712,171.08729273458079,1.0,1.0,1.0,170.71,0.002207699685412836,0.0,0.002207699685412836,False,True,False,-1,-1,2530.0,-2552.0,-2530.0,22.0,-0.0,22.0,586.0,591.0,586.0,0.0,5.0,-5.0,-0.11,-0.025,-0.135,0.34499999999999886,0.008744748711179457,-880.4399999999971,1.5600000000000023,0.009180315165944086,921.9600000000014,41.5200000000043,-100242.56,0.0,-100242.56,-2.7845155555555556,0.0,99967.65000000001,99967.65000000001,0.0,-274.90999999998894,200210.21000000002,-100242.56,-2.7845155555555556,38.600484444448746,194.47050055560635,-62.483213611104986
196,2024-10-11,2024-10-14,3,39.625,40.125,170.71,172.83,4.307289719626168,4.317088205611712,4.316354637511646,173.22316425016993,1.0,1.0,1.0,172.83,0.0022722775570554925,0.0,0.0022722775570554925,False,True,False,-1,-1,2500.0,-2530.0,-2500.0,30.0,-0.0,30.0,579.0,586.0,579.0,0.0,7.0,-7.0,-0.15,-0.035,-0.185,0.5,0.012539349252735173,-1265.0,2.1200000000000045,0.012342242019740055,1242.3200000000027,-22.679999999997335,-100251.25,0.0,-100251.25,-8.354270833333334,0.0,100036.06,100036.06,0.0,-215.19000000000233,200287.31,-100251.25,-8.354270833333334,-31.21927083333067,163.2512297222757,-93.70248444443564
197,2024-10-14,2024-10-15,1,40.125,40.305,172.83,173.72,4.310135218955464,4.316354637511646,4.31572583953175,173.97067366490688,1.0,1.0,1.0,173.72,0.0014419351873751814,0.0,0.0014419351873751814,False,True,False,-1,-1,2486.0,-2500.0,-2486.0,14.0,-0.0,14.0,576.0,579.0,576.0,0.0,3.0,-3.0,-0.07,-0.015,-0.085,0.17999999999999972,0.004475949285384357,-449.9999999999993,0.8899999999999864,0.005136355254219626,515.3099999999921,65.30999999999278,-100312.5,0.0,-100312.5,-2.7864583333333335,0.0,100068.57,100068.57,0.0,-243.92999999999302,200381.07,-100312.5,-2.7864583333333335,62.438541666659454,225.68977138893516,-31.26394277777618
198,2024-10-15,2024-10-16,1,40.305,41.105,173.72,177.08,4.307991728500183,4.31572583953175,4.3150321537855065,177.3979106339526,1.0,1.0,1.0,177.08,0.0017936842305270185,0.0,0.0017936842305270185,False,True,False,-1,-1,2438.0,-2486.0,-2438.0,48.0,-0.0,48.0,565.0,576.0,565.0,0.0,11.0,-11.0,-0.24,-0.055,-0.295,0.7999999999999972,0.019654237868532487,-1988.799999999993,3.3600000000000136,0.019156800197319326,1935.3600000000079,-53.43999999998505,-100198.23,0.0,-100198.23,-2.783284166666667,0.0,100062.72,100062.72,0.0,-135.50999999999476,200260.95,-100198.23,-2.783284166666667,-56.51828416665172,169.17148722228345,-87.78222694442789
199,2024-10-16,2024-10-17,1,41.105,40.74,177.08,175.46,4.306823760432008,4.3150321537855065,4.314108281566143,175.79440994522153,1.0,1.0,1.0,175.46,0.0019040902365265165,0.0,0.0019040902365265165,False,True,False,-1,-1,2460.0,-2438.0,-2460.0,0.0,22.0,-22.0,570.0,565.0,570.0,5.0,-0.0,5.0,-0.11,-0.025,-0.135,-0.3649999999999949,-0.008919357805436876,889.8699999999875,-1.6200000000000045,-0.009190511163702533,-915.3000000000026,-25.43000000001507,-100213.98999999999,0.0,-100213.98999999999,-2.7837219444444443,0.0,100050.20000000001,100050.20000000001,0.0,-163.78999999997905,200264.19,-100213.98999999999,-2.7837219444444443,-28.348721944459516,140.82276527782392,-116.13094888888742
200,2024-10-17,2024-10-18,1,40.74,40.975,175.46,176.31,4.302867602196462,4.314108281566143,4.313417495841799,176.77058683717271,1.0,1.0,1.0,176.31,0.0026089630277011276,0.0,0.0026089630277011276,False,True,False,-1,-1,2446.0,-2460.0,-2446.0,14.0,-0.0,14.0,567.0,570.0,567.0,0.0,3.0,-3.0,-0.07,-0.015,-0.085,0.23499999999999943,0.005751713831233602,-578.0999999999985,0.8499999999999943,0.0048327125924310255,484.49999999999676,-93.60000000000178,-100220.40000000001,0.0,-100220.40000000001,-2.7839,0.0,100012.20000000001,100012.20000000001,0.0,-208.1999999999971,200232.60000000003,-100220.40000000001,-2.7839,-96.46890000000178,44.35386527782214,-212.5998488888892
201,2024-10-18,2024-10-21,3,40.975,40.815,176.31,175.63,4.303074849932623,4.313417495841799,4.311292513080121,176.052135092783,1.0,1.0,1.0,175.63,0.002400663857483559,0.0,0.002400663857483559,False,True,False,-1,-1,2454.0,-2446.0,-2454.0,0.0,8.0,-8.0,569.0,567.0,569.0,2.0,-0.0,2.0,-0.04,-0.01,-0.05,-0.1600000000000037,-0.003912463726574115,391.36000000000905,-0.6800000000000068,-0.0038642998590246156,-385.56000000000387,5.800000000005184,-100224.85,0.0,-100224.85,-8.352070833333332,0.0,99967.77,99967.77,0.0,-257.08000000000175,200192.62,-100224.85,-8.352070833333332,-2.602070833328148,41.75179444449399,-215.20191972221735
202,2024-10-21,2024-10-22,1,40.815,40.67,175.63,175.08,4.304893041553971,4.311292513080121,4.309448398858923,175.34026650696853,1.0,1.0,1.0,175.08,0.0014854537805189503,0.0,0.0014854537805189503,False,True,False,-1,-1,2462.0,-2454.0,-2462.0,0.0,8.0,-8.0,571.0,569.0,571.0,2.0,-0.0,2.0,-0.04,-0.01,-0.05,-0.14499999999999602,-0.0035589409841860985,355.82999999999026,-0.549999999999983,-0.0031364971109495905,-312.94999999999027,42.879999999999995,-100160.01,0.0,-100160.01,-2.7822225,0.0,99933.47,99933.47,0.0,-226.5399999999936,200093.47999999998,-100160.01,-2.7822225,40.047777499999995,81.79957194449398,-175.15414222221736
203,2024-10-22,2024-10-23,1,40.67,41.06,175.08,176.57,4.300292255236239,4.309448398858923,4.307413872184467,176.9459512571474,1.0,1.0,1.0,176.57,0.002126927498114294,0.0,0.002126927498114294,False,True,False,-1,-1,2439.0,-2462.0,-2439.0,23.0,-0.0,23.0,566.0,571.0,566.0,0.0,5.0,-5.0,-0.115,-0.025,-0.14,0.39000000000000057,0.009543691671654312,-960.1800000000014,1.4899999999999807,0.008474385992012234,850.7899999999889,-109.39000000001249,-100129.54000000001,0.0,-100129.54000000001,-2.7813761111111113,0.0,99970.68000000001,99970.68000000001,0.0,-158.86000000000058,200100.22000000003,-100129.54000000001,-2.7813761111111113,-112.31137611112361,-30.51180416662963,-287.465518333341
204,2024-10-23,2024-10-24,1,41.06,40.795,176.57,175.41,4.299791641132492,4.307413872184467,4.305261673505187,175.72094891576535,1.0,1.0,1.0,175.41,0.0017711283953181713,0.0,0.0017711283953181713,False,True,False,-1,-1,2455.0,-2439.0,-2455.0,0.0,16.0,-16.0,570.0,566.0,570.0,4.0,-0.0,4.0,-0.08,-0.02,-0.1,-0.26500000000000057,-0.006474886710023961,646.3350000000014,-1.1599999999999966,-0.006591307459017986,-656.5599999999981,-10.224999999996726,-100145.34000000001,0.0,-100145.34000000001,-2.7818150000000004,0.0,99938.62,99938.62,0.0,-206.72000000001572,200083.96000000002,-100145.34000000001,-2.7818150000000004,-13.106814999996725,-43.61861916662636,-300.5723333333377
205,2024-10-24,2024-10-25,1,40.795,40.19,175.41,172.95,4.30330928091565,4.305261673505187,4.304896175103819,173.02846665817347,1.0,1.0,1.0,172.95,0.0004535927352748502,0.0,0.0004535927352748502,False,False,False,-1,-1,2488.0,-2455.0,-2488.0,0.0,33.0,-33.0,578.0,570.0,578.0,8.0,-0.0,8.0,-0.165,-0.04,-0.20500000000000002,-0.605000000000004,-0.014941316419653893,1485.2750000000099,-2.460000000000008,-0.01412355547251112,-1402.2000000000046,83.07500000000528,-100151.725,0.0,-100151.725,-2.7819923611111115,0.0,99983.7,99983.7,0.0,-168.02500000000873,200135.425,-100151.725,-2.7819923611111115,80.08800763889417,36.46938847226781,-220.48432569444353
206,2024-10-25,2024-10-28,3,40.19,40.505,172.95,174.25,4.301938032341686,4.304896175103819,4.3045313287634865,174.36981957258018,1.0,1.0,1.0,174.25,0.0006873939493461978,0.0,0.0006873939493461978,False,False,False,-1,-1,2471.0,-2488.0,-2471.0,17.0,-0.0,17.0,574.0,578.0,574.0,0.0,4.0,-4.0,-0.085,-0.02,-0.10500000000000001,0.31500000000000483,0.007807214821344928,-783.7200000000121,1.3000000000000114,0.00748851425745555,751.4000000000066,-32.32000000000551,-99992.72,0.0,-99992.72,-8.332726666666668,0.0,99965.09999999999,99965.09999999999,0.0,-27.620000000009895,199957.82,-99992.72,-8.332726666666668,-40.75772666667217,-4.288338194404361,-261.2420523611157
207,2024-10-28,2024-10-29,1,40.505,39.64,174.25,170.78,4.308274470232089,4.3045313287634865,4.304631285849942,170.6316218721846,1.0,1.0,1.0,170.78,-0.0008692037859962666,0.0,-0.0008692037859962666,False,False,True,-1,0,2522.0,-2471.0,0.0,2471.0,-0.0,2471.0,586.0,574.0,0.0,0.0,574.0,-574.0,-12.355,-2.87,-15.225000000000001,-0.865000000000002,-0.021586713820667347,2137.415000000005,-3.469999999999999,-0.02011487116117316,-1991.7799999999993,145.63500000000568,-100087.85500000001,0.0,-100087.85500000001,-2.7802181944444446,0.0,100019.5,100019.5,0.0,-68.35500000001048,200107.355,-100087.85500000001,-2.7802181944444446,127.62978180556124,123.34144361115688,-133.61227055555446
208,2024-10-29,2024-10-30,1,39.64,39.545,170.78,170.39,4.308762169680111,4.304631285849942,4.3049349890313815,170.22664419893596,1.0,1.0,1.0,170.39,-0.0009591769302550152,0.0,-0.0009591769302550152,False,False,True,0,0,2527.0,0.0,0.0,0.0,-0.0,0.0,587.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.09499999999999886,-0.0023994454904066416,-0.0,-0.3900000000000148,-0.002286251252312331,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.34144361115688,-133.61227055555446
209,2024-10-30,2024-10-31,1,39.545,39.955,170.39,171.98,4.304342385183332,4.3049349890313815,4.305098080785636,172.00367748674884,1.0,1.0,1.0,171.98,0.00013766633904986394,0.0,0.00013766633904986394,True,False,True,0,0,2501.0,0.0,0.0,0.0,-0.0,0.0,581.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.4099999999999966,0.010314556855045514,0.0,1.5900000000000034,0.009288263755602617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.34144361115688,-133.61227055555446
210,2024-10-31,2024-11-01,1,39.955,39.065,171.98,168.18,4.305132471521823,4.305098080785636,4.3052766081865945,168.17865652589086,1.0,1.0,1.0,168.18,-7.98834269957481e-06,0.0,-7.98834269957481e-06,False,False,True,0,0,2562.0,0.0,0.0,0.0,-0.0,0.0,595.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.8900000000000006,-0.022526895377718507,-0.0,-3.799999999999983,-0.02234335657799847,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.34144361115688,-133.61227055555446
211,2024-11-01,2024-11-04,3,39.065,38.6,168.18,166.5,4.313471502590674,4.3052766081865945,4.305680797616229,166.18367707600257,1.0,1.0,1.0,166.5,-0.0019016443614120254,0.0,-0.0019016443614120254,False,False,True,0,0,2587.0,0.0,0.0,0.0,-0.0,0.0,601.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.4649999999999963,-0.011974648977922312,-0.0,-1.6800000000000068,-0.010039524984253381,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.34144361115688,-133.61227055555446
212,2024-11-04,2024-11-05,1,38.6,39.18,166.5,169.05,4.314701378254211,4.305680797616229,4.306191910816811,168.69657365060385,1.0,1.0,1.0,169.05,-0.0020928501188173057,0.0,-0.0020928501188173057,False,False,True,0,0,2549.0,0.0,0.0,0.0,-0.0,0.0,592.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.5799999999999983,0.014914136045609438,0.0,2.5500000000000114,0.015199219733396547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.34144361115688,-133.61227055555446
213,2024-11-05,2024-11-06,1,39.18,38.775,169.05,167.76,4.326499032882012,4.306191910816811,4.307199603577663,166.97259134192186,1.0,1.0,1.0,167.76,-0.004704711347744562,0.0,-0.004704711347744562,False,False,True,0,0,2566.0,0.0,0.0,0.0,-0.0,0.0,596.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.40500000000000114,-0.010390703453792255,-0.0,-1.2900000000000205,-0.007660142560230627,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.34144361115688,-133.61227055555446
214,2024-11-06,2024-11-07,1,38.775,38.845,167.76,167.69,4.316900501995109,4.307199603577663,4.307731492221206,167.3131686009743,1.0,1.0,1.0,167.69,-0.002249719365553959,0.0,-0.002249719365553959,False,False,True,0,0,2567.0,0.0,0.0,0.0,-0.0,0.0,596.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.07000000000000028,0.0018036593397815046,0.0,-0.06999999999999318,-0.00041734983464625805,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.34144361115688,-133.61227055555446
215,2024-11-07,2024-11-08,1,38.845,39.59,167.69,170.8,4.314220762818894,4.307731492221206,4.308035590299061,170.54308977703758,1.0,1.0,1.0,170.8,-0.0015052905956954702,0.0,-0.0015052905956954702,False,False,True,0,0,2520.0,0.0,0.0,0.0,-0.0,0.0,585.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.7450000000000045,0.018997192715655326,0.0,3.1100000000000136,0.018376244595451292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.34144361115688,-133.61227055555446
216,2024-11-08,2024-11-11,3,39.59,39.7,170.8,171.58,4.32191435768262,4.308035590299061,4.308766822201883,171.02901293487272,1.0,1.0,1.0,171.58,-0.0032164217480503835,0.0,-0.0032164217480503835,False,False,True,0,0,2512.0,0.0,0.0,0.0,-0.0,0.0,583.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.10999999999999943,0.002774626575105387,0.0,0.7800000000000011,0.004556348790349723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.34144361115688,-133.61227055555446
217,2024-11-11,2024-11-12,1,39.7,39.245,171.58,169.68,4.323608102943051,4.308766822201883,4.309440466401262,169.09755393731288,1.0,1.0,1.0,169.68,-0.003438519640944227,0.0,-0.003438519640944227,False,False,True,0,0,2538.0,0.0,0.0,0.0,-0.0,0.0,589.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.4550000000000054,-0.01152714011436784,-0.0,-1.9000000000000057,-0.011135319888392184,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.34144361115688,-133.61227055555446
