date,AGG,ANGL,BND,BNDX,BWX,CMF,CORP,CWB,EMB,FALN,FENY,FHLC,FIDU,FNCL,FREL,FSTA,FTEC,FUTY,HYG,HYLB,IAGG,ICVT,IDU,IGLB,IGOV,IYE,IYF,IYH,IYJ,IYK,IYR,IYW,JNK,MBB,MUB,PFF,PFFD,SCHQ,SCHZ,SCYB,SPAB,SPBO,SPHY,SPLB,SPMB,SPTL,TFI,USHY,USIG,VCLT,VDC,VDE,VFH,VGLT,VGT,VHT,VIS,VMBS,VNQ,VPU,VTC,VTEB,VTEC,VWOB,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV
2021-09-07,115.54,33.22,86.03,57.43,29.43,62.32,114.52,88.24,112.87,30.27,13.28,68.07,54.38,54.1,32.72,43.67,126.66,44.16,87.78,40.2,55.51,103.08,84.41,70.33,52.63,26.25,84.01,58.89,113.06,62.0167,110.03,108.79,109.62,108.49,116.63,39.25,26.0,51.07,27.33,,30.05,35.38,26.8,31.82,25.82,42.04,51.91,41.57,60.61,107.1,186.95,68.2,93.57,89.26,53.6125,264.3,196.6,53.43,109.67,149.51,91.93,55.02,,80.14,24.165,37.84,102.78,79.7,71.99,48.19,34.285,136.05
2021-09-08,115.73,33.27,86.17,57.49,29.41,62.5,114.84,87.74,113.07,30.3,13.12,67.93,54.38,53.96,32.89,44.0,125.92,44.95,87.88,40.21,55.57,102.19,85.94,70.77,52.63,25.94,84.04,58.828,113.0,62.1167,110.64,107.98,109.74,108.57,116.93,39.31,26.02,51.37,27.38,,30.11,35.49,26.84,31.98,25.82,42.3,51.97,41.62,60.77,107.65,188.38,67.36,93.21,89.75,53.3013,263.78,196.53,53.43,110.22,151.98,92.25,55.18,,80.26,23.855,37.75,102.92,79.395,72.61,48.48,34.9,135.99
2021-09-09,116.1,33.28,86.48,57.66,29.53,62.51,115.4,87.62,113.26,30.32,13.16,67.34,54.09,54.04,32.22,43.67,125.5,44.69,87.96,40.26,55.64,102.13,85.46,71.51,52.88,25.97,83.81,58.204,112.47,62.06,108.49,107.68,109.82,108.62,116.93,39.4,26.06,51.96,27.45,,30.19,35.68,26.84,32.35,25.82,42.79,52.04,41.64,61.09,108.84,187.09,67.48,93.45,90.77,53.1275,261.32,195.7,53.48,107.98,151.17,92.71,55.19,,80.36,23.905,37.86,102.42,79.095,72.19,47.45,34.71,134.42
2021-09-10,115.87,33.26,86.27,57.52,29.43,62.52,115.14,87.09,112.9,30.3,13.15,66.74,53.84,53.68,31.75,43.52,124.29,44.04,87.83,40.23,55.57,101.6,84.22,71.18,52.69,25.98,83.06,57.664,111.94,61.79,107.05,106.7,109.71,108.57,116.86,39.32,26.04,51.52,27.395,,30.13,35.6,26.8,32.19,25.8,42.42,51.96,41.61,60.93,108.39,186.25,67.41,92.7,90.08,52.5963,258.98,194.56,53.44,106.4,148.93,92.52,55.15,,80.01,23.895,37.58,101.96,78.315,71.88,46.85,34.225,133.19
2021-09-13,116.02,33.33,86.4,57.54,29.49,62.53,115.38,87.11,113.05,30.34,13.54,66.22,53.98,54.23,32.01,43.63,124.24,43.98,88.05,40.27,55.59,101.42,84.16,71.45,52.71,26.74,83.8,57.318,111.86,61.9833,107.48,106.7,109.97,108.6,116.92,39.26,25.94,51.84,27.43,,30.15,35.66,26.87,32.33,25.81,42.68,52.0,41.73,61.05,108.84,186.61,69.49,93.72,90.61,52.6,257.04,195.21,53.45,107.12,148.72,92.7,55.16,,80.26,24.58,38.01,102.23,78.34,72.06,47.11,34.165,132.37
2021-09-14,116.28,33.35,86.61,57.61,29.46,62.57,115.66,86.74,113.27,30.34,13.33,66.09,53.29,53.47,31.89,43.35,124.12,43.81,88.01,40.27,55.64,101.08,83.77,71.8,52.77,26.32,82.9,57.3,110.78,61.7067,107.21,106.69,109.85,108.64,116.94,39.18,26.0,52.38,27.5,,30.24,35.76,26.88,32.5,25.83,43.15,52.06,41.71,61.21,109.42,185.48,68.33,92.4,91.57,52.5338,256.58,192.73,53.49,106.93,148.08,92.95,55.15,,80.4,24.225,37.5,101.0,78.24,71.73,47.01,34.05,132.35
2021-09-15,116.17,33.43,86.53,57.49,29.45,62.56,115.53,87.18,113.25,30.44,13.85,66.59,53.83,54.04,32.02,43.54,125.17,43.76,88.14,40.35,55.54,101.53,83.64,71.73,52.76,27.31,83.54,57.468,111.75,62.0067,107.61,107.61,110.11,108.63,116.92,39.38,26.06,52.22,27.475,,30.21,35.73,26.94,32.44,25.83,42.99,52.02,41.79,61.15,109.17,186.44,71.08,93.36,91.23,52.9825,258.42,194.84,53.5,107.27,147.99,92.85,55.17,,80.45,25.13,37.86,102.11,78.925,71.99,47.19,34.005,133.21
2021-09-16,115.97,33.43,86.37,57.4,29.31,62.52,115.36,87.39,112.87,30.43,13.7,66.5,53.5,53.94,32.05,43.41,125.42,43.34,88.11,40.36,55.47,101.86,83.02,71.56,52.44,27.02,83.46,57.538,111.2,61.9333,107.81,107.74,110.07,108.5,116.85,39.46,26.12,52.0,27.415,,30.15,35.69,26.94,32.39,25.8,42.81,51.98,41.8,61.08,108.98,185.98,70.29,93.2,90.87,53.0713,257.91,193.7,53.43,107.36,146.61,92.75,55.11,,80.11,24.845,37.75,101.41,78.97,71.75,47.28,33.72,132.87
2021-09-17,115.87,33.36,86.26,57.34,29.17,62.55,115.17,87.48,112.5,30.37,13.4,66.5,52.86,53.46,31.54,42.99,123.48,42.44,88.0,40.31,55.44,101.98,81.77,71.35,52.21,26.81,82.98,57.612,109.93,61.74,106.79,106.21,109.95,108.45,116.86,39.31,26.08,51.73,27.39,,30.12,35.62,26.91,32.3,25.78,42.6,51.99,41.74,60.97,108.67,185.21,69.64,92.84,90.44,52.3588,258.79,191.91,53.4,106.4,144.62,92.58,55.15,,79.91,24.66,37.58,100.33,77.74,71.36,46.85,33.2,133.0
2021-09-20,116.09,33.25,86.5,57.5,29.26,62.6,115.41,86.26,111.98,30.29,13.0,65.68,52.21,52.2,31.37,42.51,121.1,42.28,87.69,40.15,55.53,100.68,81.58,71.63,52.33,25.97,80.97,57.004,108.57,61.2067,106.23,104.11,109.58,108.56,117.03,38.99,25.9,52.35,27.455,,30.2,35.71,26.81,32.46,25.81,43.11,52.04,41.63,61.14,109.18,183.09,67.54,90.61,91.51,51.355,255.61,189.63,53.46,105.75,144.18,92.8,55.19,,79.51,23.62,36.55,98.86,76.19,70.21,46.27,32.89,131.15
2021-09-21,116.14,33.27,86.48,57.47,29.21,62.59,115.57,86.42,112.19,30.29,13.06,65.89,52.03,52.16,31.38,42.48,121.21,42.21,87.84,40.2,55.53,100.86,81.41,71.72,52.29,26.06,80.92,57.192,107.97,61.0233,106.23,104.32,109.76,108.53,117.02,39.12,25.94,52.31,27.45,,30.18,35.71,26.85,32.44,25.79,43.06,52.0,41.64,61.11,109.08,182.85,67.73,90.5,91.41,51.3813,256.19,188.74,53.44,105.8,143.79,92.79,55.2,,79.63,23.675,36.5,98.34,76.22,70.13,46.28,32.8,131.35
2021-09-22,116.18,33.32,86.57,57.51,29.22,62.59,115.7,87.24,112.26,30.34,13.44,65.93,52.5,52.9,31.69,42.61,122.99,42.17,88.0,40.25,55.59,101.92,81.39,72.07,52.28,26.88,82.06,57.208,109.19,61.17,107.27,105.47,109.94,108.44,116.98,39.39,26.07,52.59,27.475,,30.22,35.8,26.85,32.63,25.77,43.27,52.0,41.72,61.24,109.79,183.53,69.79,91.88,91.88,52.1413,256.8,190.73,53.41,106.83,143.76,93.03,55.15,,79.71,24.405,37.11,99.12,77.265,70.33,46.67,32.78,131.57
2021-09-23,115.61,33.33,86.11,57.28,29.14,62.4,115.02,87.93,111.4,30.34,13.93,66.51,53.33,54.21,31.63,42.78,124.62,42.04,88.04,40.29,55.31,102.74,81.11,71.27,52.16,27.74,84.0,57.704,111.16,61.4767,106.9,106.61,109.96,108.16,116.7,39.24,26.0,51.5,27.32,,30.05,35.58,26.9,32.27,25.72,42.38,51.88,41.72,60.87,108.54,184.14,72.23,94.09,89.95,52.815,258.85,193.69,53.29,106.62,143.27,92.49,55.08,,79.19,25.26,38.02,100.64,78.3,70.59,46.44,32.605,132.52
2021-09-24,115.41,33.28,85.93,57.14,29.0,62.4,114.8,87.82,110.94,30.32,14.02,66.15,53.39,54.51,31.28,42.81,124.61,41.98,87.91,40.24,55.22,102.72,80.52,70.95,51.92,27.64,84.03,57.274,110.99,61.1433,105.39,106.82,109.84,108.18,116.69,39.08,25.88,51.02,27.275,,29.98,35.5,26.87,32.12,25.7,42.0,51.85,41.68,60.76,108.07,184.42,72.82,94.65,89.15,52.82,257.37,194.06,53.32,104.83,143.0,92.26,55.02,,78.73,25.45,38.22,100.85,78.355,70.62,45.91,32.57,131.98
2021-09-27,115.25,33.24,85.83,57.11,28.98,62.37,114.72,87.53,110.61,30.29,14.56,65.35,53.56,55.25,30.88,42.69,123.41,41.51,87.83,40.22,55.22,102.57,79.65,70.93,51.82,28.59,85.07,56.408,110.9,61.0233,103.96,105.73,109.75,108.09,116.56,38.95,25.82,50.86,27.245,,29.95,35.48,26.85,32.11,25.69,41.83,51.8,41.65,60.71,108.04,183.77,75.62,96.02,88.81,52.3025,254.29,194.74,53.27,103.42,141.48,92.2,54.99,,78.59,26.355,38.74,100.95,77.595,70.3,45.15,32.185,130.1
2021-09-28,114.77,33.02,85.46,56.99,28.81,62.17,113.83,85.75,109.98,30.11,14.6,64.06,52.85,54.42,30.71,42.23,119.52,40.99,87.43,40.03,55.06,100.41,78.65,69.69,51.49,28.66,83.65,55.346,108.95,60.43,103.22,102.2,109.27,107.99,116.25,38.55,25.58,50.08,27.13,,29.83,35.18,26.74,31.55,25.68,41.23,51.64,41.48,60.2,106.11,181.65,75.75,94.43,87.52,50.6675,249.22,192.17,53.19,102.72,139.75,91.47,54.87,,78.16,26.445,38.1,99.78,75.295,69.47,44.88,31.78,127.87
2021-09-29,114.85,33.1,85.47,57.03,28.6,62.14,113.78,85.34,110.08,30.16,14.6,64.43,52.89,54.46,30.94,42.59,119.24,41.54,87.59,40.1,55.14,99.67,79.55,69.7,51.17,28.61,83.82,55.74,108.94,61.0967,104.01,101.69,109.49,108.03,116.12,38.95,25.8,50.18,27.145,,29.85,35.17,26.79,31.52,25.67,41.3,51.61,41.52,60.2,106.09,182.44,74.82,94.04,87.71,50.4413,249.71,191.52,53.23,103.49,140.35,91.43,54.81,,78.24,26.445,38.13,99.89,75.2,70.1,45.17,32.195,128.88
2021-09-30,114.83,33.05,85.45,56.96,28.73,62.08,113.57,85.35,110.06,30.11,14.41,63.81,51.89,53.69,30.4,41.85,118.63,41.16,87.49,40.08,55.02,99.74,78.94,69.28,51.35,28.26,82.55,55.184,107.16,59.8633,102.39,101.26,109.36,108.14,116.17,38.81,25.76,50.16,27.13,,29.85,35.1,26.77,31.36,25.72,41.29,51.57,41.5,60.1,105.58,179.22,73.9,92.65,87.71,50.1613,247.16,187.89,53.29,101.78,139.14,91.24,54.77,,78.3,26.045,37.53,97.84,74.66,68.84,44.45,31.94,127.3
2021-10-01,115.0,32.98,85.61,57.02,28.8,62.04,114.0,85.78,109.69,30.04,14.86,63.88,52.65,54.49,30.84,41.98,120.29,41.19,87.41,39.98,55.18,100.58,79.02,69.94,51.5,29.13,83.73,55.178,108.98,60.0933,103.83,102.56,109.2,108.28,116.04,38.64,25.75,50.46,27.18,,29.9,35.24,26.71,31.64,25.72,41.55,51.51,41.37,60.34,106.41,179.69,76.18,94.11,88.18,50.8575,247.69,190.79,53.33,103.22,139.21,91.61,54.72,,77.97,26.92,38.15,99.18,75.785,69.02,44.93,31.94,127.33
2021-10-04,114.92,32.89,85.55,56.95,28.79,62.0,113.83,84.53,109.16,29.99,15.14,62.83,52.28,54.18,30.87,41.84,117.3,41.8,87.1,39.91,55.08,99.04,79.85,69.69,51.55,29.55,83.02,54.378,107.53,59.9533,103.62,100.11,108.83,108.32,115.96,38.37,25.54,50.36,27.165,,29.87,35.18,26.63,31.56,25.71,41.47,51.49,41.27,60.25,106.14,179.09,77.59,93.52,88.0,49.6238,243.83,189.71,53.35,103.24,141.17,91.43,54.68,,77.59,27.36,37.82,98.64,74.03,68.8,44.98,32.38,125.39
2021-10-05,114.65,32.84,85.34,56.77,28.67,62.01,113.44,85.18,109.23,29.96,15.22,63.15,52.81,55.05,30.63,42.05,118.99,41.75,87.06,39.85,54.93,99.63,79.77,69.23,51.33,29.69,84.56,54.71,108.66,60.19,103.03,101.64,108.74,108.14,115.99,38.36,25.37,49.92,27.105,,29.79,35.08,26.62,31.35,25.67,41.09,51.47,41.26,60.1,105.41,180.06,77.97,95.1,87.26,50.34,244.94,191.52,53.26,102.53,140.99,91.17,54.7,,77.73,27.52,38.56,99.74,75.085,69.15,44.63,32.3,126.14
2021-10-06,114.7,32.83,85.38,56.85,28.65,62.0,113.46,85.43,109.0,29.94,15.0,63.09,53.02,55.13,30.92,42.41,119.85,42.34,87.01,39.84,54.94,99.73,80.94,69.37,51.21,29.44,84.72,54.62,109.19,60.6767,104.05,102.42,108.68,108.11,115.94,38.48,25.48,50.15,27.12,,29.82,35.09,26.63,31.4,25.66,41.29,51.5,41.24,60.11,105.61,181.63,76.95,95.23,87.67,50.6875,244.57,192.19,53.24,103.51,143.08,91.17,54.69,,77.55,27.23,38.6,100.18,75.575,69.82,45.06,32.8,125.91
2021-10-07,114.38,32.82,85.14,56.75,28.62,61.96,113.03,86.09,109.12,29.92,15.16,63.82,53.55,55.56,31.01,42.59,121.12,42.18,87.02,39.82,54.92,101.01,80.73,68.88,51.19,29.68,85.34,55.354,110.18,60.9467,104.24,103.39,108.64,107.95,115.83,38.49,25.47,49.67,27.03,,29.75,34.94,26.65,31.16,25.61,40.89,51.47,41.24,59.85,104.83,182.4,77.77,95.86,86.77,51.2325,247.53,193.95,53.18,103.79,142.53,90.8,54.64,,77.64,27.44,38.83,100.96,76.265,70.13,45.11,32.625,127.58
2021-10-08,114.13,32.67,84.93,56.66,28.53,61.94,112.66,85.68,108.85,29.76,15.59,63.49,53.49,55.8,30.74,42.53,120.54,41.89,86.76,39.73,54.82,100.3,80.33,68.35,51.12,30.54,85.81,55.026,109.8,60.8633,103.33,103.09,108.45,107.82,115.77,38.49,25.47,49.37,26.98,,29.66,34.81,26.54,30.92,25.6,40.63,51.41,41.12,59.66,104.08,182.12,79.96,96.4,86.25,50.9913,246.13,193.75,53.1,102.81,141.52,90.46,54.62,,77.37,28.285,39.02,100.95,75.98,70.05,44.62,32.385,126.94
2021-10-11,113.95,32.56,84.8,56.59,28.33,61.85,112.48,85.2,108.55,29.68,15.54,63.04,53.08,55.31,30.81,42.5,119.91,41.3,86.49,39.61,54.69,99.83,79.32,68.27,50.86,30.48,85.0,54.618,108.54,60.8767,103.61,102.61,108.07,107.72,115.65,38.45,25.38,49.26,26.925,,29.63,34.73,26.46,30.89,25.56,40.52,51.34,41.01,59.56,103.94,181.84,79.67,95.4,85.99,50.7063,244.41,192.13,53.03,103.07,139.68,90.31,54.55,,77.16,28.18,38.63,100.14,75.56,70.03,44.68,31.945,125.95
2021-10-12,114.37,32.72,85.11,56.57,28.41,61.98,113.05,85.81,108.9,29.78,15.54,62.83,53.0,55.22,31.21,42.53,119.6,41.6,86.65,39.67,54.79,100.55,79.89,69.02,50.85,30.56,84.87,54.364,108.39,60.8967,105.02,102.19,108.27,107.85,115.92,38.59,25.57,50.02,27.035,,29.74,34.94,26.52,31.21,25.58,41.17,51.45,41.08,59.84,105.05,181.99,79.73,95.28,87.37,50.5863,243.71,191.85,53.07,104.42,140.62,90.76,54.67,,77.29,28.205,38.51,99.81,75.17,70.06,45.28,32.16,125.34
2021-10-13,114.63,32.82,85.34,56.78,28.61,61.95,113.46,86.42,109.59,29.86,15.53,62.92,53.14,54.97,31.43,42.6,120.57,42.11,86.88,39.77,54.87,101.42,80.8,69.72,51.17,30.61,84.61,54.456,108.48,61.07,105.76,103.19,108.52,107.97,115.92,38.81,25.7,50.46,27.095,,29.8,35.08,26.55,31.54,25.58,41.54,51.44,41.17,60.09,106.08,182.31,79.69,94.89,88.16,51.0112,243.96,192.35,53.15,105.18,142.31,91.14,54.66,,77.89,28.18,38.29,100.02,75.63,70.19,45.54,32.535,125.54
2021-10-14,114.85,32.97,85.49,56.96,28.71,62.0,113.84,87.21,110.06,29.98,15.73,63.81,54.1,55.86,31.8,43.05,123.23,42.62,87.37,39.98,55.03,102.06,81.82,70.08,51.44,30.96,86.07,55.28,110.67,61.77,107.19,105.41,109.12,108.1,115.94,39.09,25.88,50.65,27.14,,29.84,35.21,26.69,31.72,25.62,41.69,51.44,41.42,60.26,106.67,184.29,80.68,96.42,88.45,52.1163,247.5,195.79,53.21,106.46,143.94,91.46,54.66,,78.13,28.525,38.93,101.91,77.335,70.98,46.18,32.935,127.34
2021-10-15,114.57,32.92,85.28,56.84,28.59,61.96,113.54,87.33,109.93,29.95,15.8,64.07,54.55,56.6,31.82,42.91,124.08,42.54,87.22,39.9,54.9,102.22,81.61,69.9,51.29,31.1,87.2,55.458,112.05,61.5833,107.17,105.91,108.9,107.92,115.89,38.96,25.79,50.36,27.075,,29.78,35.11,26.66,31.63,25.59,41.45,51.43,41.34,60.13,106.36,183.81,81.06,97.6,87.96,52.4825,248.44,197.38,53.14,106.38,143.66,91.28,54.65,,78.04,28.665,39.51,102.89,77.955,70.81,46.2,32.84,127.97
2021-10-18,114.49,32.92,85.23,56.69,28.57,61.98,113.45,87.54,109.57,29.95,15.84,63.55,54.69,56.57,31.87,42.73,125.19,42.12,87.18,39.89,54.87,102.44,80.89,69.82,51.16,31.18,87.21,55.086,112.38,61.0667,107.42,107.07,108.85,107.85,115.9,39.0,25.77,50.52,27.05,,29.77,35.08,26.64,31.61,25.56,41.6,51.47,41.3,60.06,106.35,183.08,81.27,97.65,88.25,52.9725,246.5,197.77,53.08,106.65,142.33,91.19,54.69,,77.86,28.685,39.52,102.96,78.615,70.39,46.28,32.525,127.1
2021-10-19,114.16,32.93,84.99,56.64,28.59,61.93,112.96,87.9,109.49,29.96,15.99,64.39,54.98,57.11,31.87,42.78,126.4,42.61,87.24,39.91,54.73,102.88,81.88,69.21,51.2,31.54,88.14,55.808,113.18,60.9833,107.66,108.01,108.93,107.77,115.83,38.97,25.75,49.87,26.98,,29.67,34.91,26.64,31.33,25.55,41.06,51.39,41.35,59.79,105.31,183.24,82.1,98.57,87.14,53.46,249.68,198.68,53.07,106.7,143.94,90.79,54.65,,77.83,29.01,39.91,103.57,79.395,70.42,46.49,32.935,128.77
2021-10-20,114.08,32.91,84.89,56.63,28.65,61.96,112.78,88.15,109.55,29.95,16.13,65.2,55.26,57.69,32.35,43.0,126.05,43.26,87.27,39.94,54.74,102.97,83.09,68.89,51.31,31.72,88.84,56.534,113.2,61.52,109.26,107.92,109.01,107.79,115.79,39.17,25.9,49.59,26.96,,29.64,34.85,26.67,31.17,25.55,40.81,51.4,41.34,59.71,104.86,184.3,82.79,99.52,86.59,53.3563,252.77,199.96,53.07,108.38,146.1,90.56,54.62,,77.84,29.245,40.23,104.22,79.175,70.83,47.2,33.455,130.61
2021-10-21,113.84,32.95,84.77,56.54,28.51,61.82,112.56,88.54,109.08,29.98,15.82,65.55,55.44,57.53,32.41,43.0,126.72,43.24,87.05,39.84,54.71,103.38,83.18,68.83,51.1,31.19,88.75,56.834,113.02,61.2467,109.43,108.66,108.72,107.52,115.39,39.14,25.89,49.51,26.9,,29.6,34.8,26.62,31.14,25.49,40.76,51.25,41.28,59.62,104.79,184.1,81.24,99.25,86.48,53.5863,254.17,200.54,52.96,108.53,146.03,90.45,54.5,,77.53,28.705,40.06,104.43,79.48,70.74,47.35,33.455,131.14
2021-10-22,114.06,32.89,84.95,56.66,28.66,61.83,112.88,87.84,109.51,29.94,15.98,65.69,55.58,58.25,32.55,43.31,126.14,43.42,86.84,39.76,54.78,102.38,83.68,69.28,51.28,31.45,89.81,56.996,113.38,61.6,110.02,107.6,108.48,107.65,115.53,39.06,25.83,49.98,26.955,,29.65,34.9,26.59,31.35,25.53,41.17,51.3,41.2,59.78,105.42,185.46,82.04,100.47,87.37,53.3588,254.69,200.84,53.02,109.04,146.87,90.66,54.55,,77.79,28.975,40.62,104.8,79.205,71.29,47.69,33.625,131.67
2021-10-25,114.17,32.94,84.99,56.69,28.59,61.86,112.97,87.99,109.59,30.03,16.25,65.76,55.83,58.25,32.62,43.34,126.72,43.33,86.99,39.83,54.8,102.81,83.21,69.23,51.21,31.93,89.83,57.038,113.86,61.3433,110.37,107.89,108.65,107.73,115.6,39.2,25.87,49.92,26.985,,29.68,34.92,26.62,31.34,25.55,41.11,51.28,41.26,59.81,105.41,185.67,83.35,100.47,87.27,53.6088,254.95,201.79,53.03,109.39,146.33,90.77,54.53,,77.9,29.4,40.57,105.04,79.465,71.24,47.83,33.48,131.83
2021-10-26,114.38,33.01,85.16,56.72,28.6,61.79,113.39,87.75,109.82,30.09,16.32,66.05,55.48,58.26,32.74,43.4,126.89,43.52,87.01,39.83,54.83,102.21,83.49,69.78,51.19,32.05,89.93,57.302,113.18,61.6867,110.7,107.95,108.68,107.8,115.58,39.23,25.9,50.31,27.03,,29.72,35.03,26.61,31.59,25.56,41.43,51.3,41.28,60.01,106.25,185.86,83.72,100.48,87.91,53.68,256.18,200.32,53.06,109.69,146.95,91.08,54.51,,78.06,29.57,40.6,104.39,79.69,71.49,48.05,33.66,132.48
2021-10-27,114.76,33.04,85.47,56.98,28.71,61.91,113.93,86.96,110.47,30.1,15.85,65.42,54.68,57.15,32.48,43.14,126.42,43.21,86.94,39.8,55.07,101.28,82.93,70.51,51.41,31.36,88.38,56.81,110.65,61.2733,109.69,108.44,108.56,107.96,115.82,39.22,25.93,51.17,27.13,,29.84,35.21,26.59,31.93,25.62,42.12,51.38,41.26,60.3,107.41,184.62,81.26,98.63,89.37,53.4775,253.75,197.64,53.16,108.76,146.09,91.58,54.63,,78.42,28.72,39.93,103.17,79.62,71.07,47.7,33.435,131.43
2021-10-28,114.67,33.15,85.36,56.85,28.76,61.93,113.75,87.93,110.26,30.18,15.95,66.08,55.51,57.87,32.91,43.37,127.75,43.5,87.16,39.87,54.93,102.41,83.5,70.35,51.56,31.63,89.62,57.288,111.41,61.6333,110.96,109.52,108.82,107.81,115.86,39.23,25.92,50.94,27.09,,29.81,35.17,26.66,31.85,25.59,41.95,51.38,41.33,60.23,107.16,185.73,81.74,99.88,88.98,54.0238,256.4,200.47,53.1,110.28,147.04,91.4,54.61,,78.29,28.925,40.42,104.46,80.42,71.32,48.4,33.655,132.53
2021-10-29,114.64,33.08,85.38,56.67,28.58,62.0,113.75,87.98,109.89,30.13,15.82,66.6,55.53,57.71,32.55,43.34,128.26,43.29,86.93,39.82,54.87,102.42,83.25,70.38,51.11,31.48,89.22,57.818,111.24,61.58,109.84,110.37,108.62,107.83,115.94,39.37,25.97,51.07,27.1,,29.8,35.19,26.65,31.85,25.53,42.04,51.46,41.3,60.23,107.13,185.68,81.22,99.65,89.23,54.27,258.45,200.65,53.11,109.04,146.26,91.41,54.69,,78.0,28.735,40.26,104.49,80.765,71.25,47.82,33.455,133.82
2021-11-01,114.39,32.93,85.18,56.62,28.5,61.85,113.41,88.82,109.23,30.0,16.12,66.8,55.92,58.0,32.7,43.49,128.4,43.51,86.56,39.62,54.83,103.46,83.5,70.02,51.22,32.06,89.5,57.82,111.65,61.66,110.04,110.14,108.11,107.86,115.69,39.3,26.03,50.69,27.03,,29.72,35.05,26.48,31.69,25.54,41.72,51.33,41.07,60.04,106.48,186.17,82.62,100.1,88.5,54.335,258.91,202.06,53.07,109.58,146.91,91.15,54.55,,77.59,29.23,40.28,104.78,80.645,71.36,47.93,33.575,133.66
2021-11-02,114.62,32.98,85.34,56.83,28.56,61.92,113.71,88.52,109.37,30.06,15.96,67.16,56.12,58.07,32.84,43.71,129.33,43.48,86.77,39.67,54.97,102.96,83.56,70.36,51.25,31.73,89.78,58.164,111.61,61.9933,110.47,111.01,108.29,107.94,115.77,39.34,26.03,50.93,27.095,,29.79,35.16,26.49,31.86,25.57,41.91,51.34,41.16,60.22,107.13,187.26,81.88,100.29,88.92,54.7063,260.48,202.9,53.13,110.1,146.95,91.42,54.6,,77.7,28.955,40.38,105.13,81.355,71.84,48.38,33.605,134.5
2021-11-03,114.39,33.05,85.19,56.77,28.57,62.0,113.54,88.51,109.2,30.12,15.82,67.74,56.13,58.47,32.97,44.17,130.14,43.4,86.94,39.78,55.0,102.94,83.23,70.07,51.4,31.45,90.24,58.502,111.64,62.8733,110.69,111.77,108.55,107.81,115.83,39.27,25.93,50.45,27.045,,29.75,35.08,26.6,31.72,25.53,41.52,51.36,41.24,60.08,106.71,189.13,81.19,100.95,88.09,55.0363,262.42,202.83,53.08,110.47,146.63,91.26,54.65,,77.51,28.715,40.53,104.9,81.83,72.51,48.66,33.48,135.29
2021-11-04,114.77,33.14,85.58,56.98,28.61,62.04,114.02,88.77,109.99,30.2,15.83,67.28,56.37,57.76,32.64,44.2,131.94,43.17,87.17,39.84,55.13,103.1,82.86,70.53,51.4,31.51,88.99,58.138,112.04,62.7533,109.72,113.53,108.81,107.89,116.0,39.4,25.98,50.93,27.135,,29.84,35.23,26.63,31.93,25.58,41.92,51.46,41.33,60.34,107.41,189.53,81.18,99.68,88.98,55.8225,260.86,203.68,53.13,109.42,145.8,91.61,54.72,,78.05,28.755,40.0,105.32,83.11,72.58,48.11,33.295,134.36
2021-11-05,115.22,33.35,85.84,57.22,28.77,62.1,114.64,89.14,110.82,30.33,16.09,66.66,56.96,57.87,32.84,44.53,132.34,43.56,87.5,40.06,55.45,103.74,83.5,71.34,51.65,31.92,89.03,57.5,113.23,63.1467,110.24,113.79,109.3,108.13,116.27,39.41,26.0,51.64,27.24,,29.98,35.46,26.74,32.31,25.63,42.52,51.56,41.49,60.7,108.7,190.6,82.49,99.92,90.2,56.0112,258.49,205.95,53.28,109.98,147.03,92.23,54.81,,78.65,29.13,40.02,106.39,83.54,73.0,48.22,33.61,132.86
2021-11-08,115.01,33.3,85.65,57.04,28.75,62.14,114.4,89.51,110.72,30.3,16.25,66.96,57.22,58.12,32.79,44.14,133.36,42.96,87.39,39.98,55.3,104.33,82.45,71.22,51.62,32.26,89.38,57.818,113.87,62.6033,110.02,114.47,109.19,108.0,116.15,39.32,25.95,51.53,27.19,,29.91,35.4,26.71,32.25,25.61,42.43,51.59,41.45,60.55,108.43,189.17,83.3,100.36,90.03,56.4125,259.72,206.93,53.21,109.89,145.08,92.0,54.8,,78.67,29.395,40.24,106.83,83.99,72.42,48.21,33.11,133.65
2021-11-09,115.33,33.41,85.89,57.3,28.89,62.3,114.68,89.34,110.92,30.37,16.29,66.64,57.31,57.84,32.86,44.27,132.98,43.17,87.46,40.02,55.42,104.35,82.83,71.53,51.87,32.36,89.02,57.574,113.23,62.72,110.26,114.47,109.27,108.06,116.38,39.26,25.92,52.09,27.26,,29.97,35.48,26.75,32.39,25.61,42.91,51.68,41.48,60.73,108.97,189.52,83.57,99.88,91.09,56.2625,258.37,207.22,53.23,110.08,145.83,92.2,54.91,,78.73,29.515,40.02,107.1,83.645,72.67,48.39,33.28,133.16
2021-11-10,114.55,33.23,85.31,57.0,28.47,62.25,113.69,88.11,109.3,30.2,15.82,66.52,56.95,57.7,32.68,44.34,130.53,43.48,86.97,39.8,55.14,102.78,83.54,70.54,51.06,31.46,88.61,57.586,112.97,63.0233,109.76,111.88,108.71,107.55,116.26,38.89,25.68,51.26,27.06,,29.78,35.19,26.59,31.95,25.5,42.2,51.64,41.3,60.23,107.41,189.98,81.15,99.58,89.51,55.2113,258.13,205.88,52.96,109.57,146.97,91.43,54.86,,77.72,28.735,39.95,106.5,82.265,72.89,48.15,33.55,133.54
