date,AGG,ANGL,BND,BNDX,BWX,CMF,CORP,CWB,EMB,FALN,HYG,HYLB,IAGG,ICVT,IGLB,IGOV,JNK,MBB,MUB,PFF,PFFD,RSP,SCHH,SCHQ,SCHZ,SCYB,SPAB,SPBO,SPHY,SPLB,SPMB,SPTL,SPY,TFI,TLT,USHY,USIG,USRT,VCLT,VGLT,VMBS,VTC,VTEB,VTEC,VWOB
2022-11-01,94.86,26.56,70.26,47.91,20.95,54.15,90.14,65.4,80.03,24.11,73.59,33.69,48.86,70.56,47.23,37.02,90.16,90.35,101.71,30.25,19.36,139.9,19.26,34.17,22.33,,24.58,27.49,22.35,21.34,21.12,28.15,384.52,43.69,96.77,34.47,47.55,49.69,71.98,59.73,44.37,71.82,47.63,,57.81
2022-11-02,94.7,26.28,70.15,47.85,20.86,54.25,90.55,64.21,79.42,23.93,72.92,33.39,48.74,69.37,46.95,36.75,89.32,90.23,101.86,30.17,19.3,136.49,18.76,34.07,22.29,,24.53,27.35,22.11,21.24,21.08,28.05,374.87,43.81,96.35,34.19,47.32,48.37,71.42,59.49,44.28,71.47,47.76,,57.41
2022-11-03,94.35,26.23,69.88,47.7,20.66,54.15,89.5,63.94,79.14,23.9,72.4,33.18,48.59,69.16,46.73,36.33,88.79,89.8,101.65,30.02,19.17,135.8,18.73,33.9,22.22,,24.45,27.33,22.05,21.09,20.99,27.91,371.01,43.67,95.83,34.03,47.22,48.35,71.14,59.2,44.06,71.38,47.68,,57.33
2022-11-04,94.34,26.39,69.9,47.67,21.02,54.12,89.76,64.21,80.41,24.0,72.9,33.36,48.65,69.55,46.63,37.01,89.33,90.05,101.89,29.95,19.04,137.91,19.01,33.41,22.21,,24.44,27.33,22.14,21.06,21.05,27.5,376.35,43.72,94.22,34.17,47.3,49.04,71.09,58.35,44.13,71.45,47.69,,58.07
2022-11-07,94.04,26.44,69.63,47.51,20.94,54.12,89.43,64.33,80.38,24.02,72.89,33.38,48.31,69.66,46.35,37.02,89.33,89.6,101.76,30.11,19.12,139.01,19.0,33.11,22.135,,24.37,27.28,22.17,20.92,20.97,27.24,379.95,43.71,93.28,34.18,47.22,48.99,70.62,57.79,43.89,71.26,47.61,,58.13
2022-11-08,94.44,26.5,69.94,47.68,21.25,54.41,89.74,64.57,80.94,24.03,72.82,33.35,48.61,69.72,46.59,37.31,89.15,90.05,101.97,30.57,19.47,139.84,19.07,33.47,22.245,,24.46,27.35,22.13,21.03,21.07,27.53,382.0,43.86,94.3,34.14,47.32,49.2,70.99,58.43,44.18,71.51,47.81,,58.5
2022-11-09,94.55,26.12,70.04,47.96,21.13,54.47,89.65,63.68,79.85,23.77,71.95,32.96,48.81,68.53,46.4,37.29,88.09,90.15,102.27,30.31,19.35,137.33,18.86,33.58,22.265,,24.48,27.32,21.83,20.94,21.08,27.61,374.13,43.92,94.61,33.74,47.27,48.72,70.64,58.59,44.26,71.43,47.89,,57.73
2022-11-10,96.58,26.94,71.49,48.6,21.93,55.19,92.08,65.68,83.52,24.4,74.19,34.0,49.45,70.82,48.56,38.63,90.84,92.42,103.74,31.67,20.21,144.69,20.22,34.8,22.735,,25.01,28.1,22.52,21.93,21.6,28.65,394.69,44.44,98.25,34.73,48.54,52.05,74.0,60.79,45.33,73.4,48.51,,60.18
2022-11-11,96.51,27.02,71.49,48.33,22.15,55.2,92.23,66.22,83.5,24.49,74.45,34.12,49.17,71.17,48.75,39.02,91.16,92.33,103.84,31.85,20.39,146.08,20.19,34.76,22.715,,24.99,28.1,22.57,22.01,21.58,28.57,398.51,44.5,97.89,34.85,48.63,51.79,74.32,60.63,45.25,73.43,48.55,,60.09
2022-11-14,96.24,26.78,71.26,48.18,22.02,55.04,91.83,65.87,82.79,24.31,73.9,33.84,49.02,70.96,48.4,38.74,90.45,92.07,103.3,31.43,20.12,144.49,19.7,34.64,22.655,,24.91,28.03,22.42,21.86,21.5,28.49,395.12,44.57,97.65,34.57,48.43,50.64,73.69,60.47,45.08,73.2,48.45,,59.64
2022-11-15,96.95,27.02,71.76,48.46,22.24,55.4,92.81,66.75,84.35,24.5,74.55,34.16,49.3,71.94,49.33,39.05,91.45,92.64,104.09,31.86,20.46,145.85,19.91,35.15,22.82,,25.1,28.3,22.6,22.31,21.67,28.92,398.49,44.77,99.23,34.89,48.92,51.22,75.37,61.3,45.47,74.05,48.7,,60.88
2022-11-16,97.55,26.98,72.17,48.7,22.3,55.69,93.48,66.25,84.35,24.53,74.39,34.09,49.52,71.24,50.06,39.43,91.2,93.17,104.67,31.8,20.45,144.3,19.75,35.86,22.96,,25.27,28.51,22.57,22.64,21.79,29.5,395.45,45.04,101.4,34.82,49.3,50.67,76.48,62.59,45.75,74.6,49.08,,60.78
2022-11-17,97.14,26.91,71.87,48.68,22.06,55.82,93.05,65.8,83.59,24.41,74.07,33.94,49.51,70.87,49.86,39.23,90.78,92.82,104.79,31.58,20.33,143.46,19.62,35.48,22.865,,25.17,28.4,22.46,22.53,21.7,29.21,394.24,45.16,100.33,34.71,49.05,50.41,76.06,61.99,45.45,74.23,49.15,,60.21
2022-11-18,97.0,26.99,71.75,48.5,22.04,55.86,93.0,65.98,83.59,24.47,74.23,34.01,49.45,71.02,49.83,39.09,91.02,92.75,104.87,31.58,20.36,144.53,19.87,35.3,22.82,,25.11,28.4,22.54,22.52,21.69,29.05,396.03,45.28,99.64,34.77,49.03,51.17,76.02,61.61,45.5,74.24,49.22,,60.22
2022-11-21,96.94,26.91,71.75,48.56,21.89,55.85,92.94,65.71,83.6,24.46,74.2,34.0,49.5,70.5,49.8,38.74,90.94,92.75,104.97,31.54,20.33,144.47,20.0,35.37,22.83,,25.12,28.37,22.49,22.5,21.65,29.14,394.59,45.19,100.06,34.75,49.01,51.39,75.99,61.9,45.47,74.15,49.25,,60.32
2022-11-22,97.44,27.19,72.12,48.67,22.12,56.03,93.53,65.98,84.47,24.66,74.74,34.25,49.63,70.89,50.49,39.11,91.65,93.16,105.22,31.7,20.3,146.39,20.12,35.88,22.935,,25.22,28.56,22.72,22.82,21.79,29.51,399.9,45.39,101.48,35.03,49.31,51.72,76.97,62.62,45.7,74.61,49.41,,60.95
2022-11-23,98.02,27.24,72.56,49.01,22.38,56.19,94.24,66.2,85.02,24.71,75.16,34.45,49.78,71.24,51.23,39.64,92.16,93.7,105.59,31.85,20.42,147.0,20.09,36.41,23.07,,25.36,28.83,22.78,23.18,21.88,29.95,402.42,45.54,103.25,35.17,49.73,51.7,78.23,63.58,45.97,75.25,49.58,,61.22
2022-11-25,98.04,27.2,72.56,48.96,22.43,56.25,94.36,66.2,85.41,24.7,75.01,34.4,49.64,71.17,51.31,39.62,91.94,93.7,105.45,31.93,20.5,147.5,20.23,36.29,23.07,,25.39,28.81,22.72,23.2,21.91,29.89,402.33,45.54,102.9,35.09,49.73,52.03,78.3,63.45,45.97,75.33,49.51,,61.49
2022-11-28,97.88,26.92,72.47,48.78,22.23,56.29,93.73,65.74,85.07,24.52,74.22,33.98,49.67,70.76,50.89,39.31,90.99,93.56,105.53,31.77,20.43,144.87,19.69,36.42,23.045,,25.36,28.69,22.53,22.98,21.9,29.97,395.91,45.5,103.19,34.77,49.5,50.62,77.58,63.57,45.85,74.97,49.54,,61.26
2022-11-29,97.53,27.1,72.2,48.92,22.26,56.46,93.48,65.76,85.46,24.61,74.54,34.13,49.71,70.73,50.5,39.38,91.41,92.96,105.77,31.4,20.17,145.33,20.02,36.03,22.96,,25.31,28.57,22.67,22.81,21.81,29.65,395.23,45.67,101.98,34.94,49.33,51.5,76.97,62.94,45.67,74.63,49.65,,61.65
2022-11-30,98.29,27.48,72.76,49.05,22.52,56.66,94.43,66.64,86.43,24.97,75.66,34.62,49.91,71.74,51.37,39.86,92.83,93.99,106.22,31.85,20.48,148.82,20.46,36.23,23.125,,25.44,28.87,22.97,23.15,21.95,29.85,407.68,45.95,102.73,35.45,49.9,52.68,78.23,63.36,46.09,75.39,49.84,,62.34
2022-12-01,98.88,27.41,73.2,49.27,22.96,56.64,95.43,67.01,87.8,24.9,75.62,34.58,50.1,72.05,52.13,40.56,92.55,94.37,106.4,32.15,20.75,149.03,20.37,37.23,23.285,,25.61,29.05,22.87,23.55,22.04,30.65,407.38,46.03,105.76,35.34,50.23,52.44,79.47,65.1,46.36,76.0,49.91,,63.15
2022-12-02,99.29,27.42,73.5,49.31,22.93,56.69,95.57,67.0,87.43,24.96,75.56,34.58,50.02,72.07,52.65,40.61,92.55,94.78,106.24,32.28,20.86,148.94,20.34,37.65,23.37,,25.69,29.19,22.9,23.81,22.15,30.98,406.91,46.0,107.09,35.35,50.47,52.38,80.27,65.73,46.46,76.4,49.9,,62.8
2022-12-05,98.51,27.2,72.92,49.15,22.65,56.6,94.94,66.33,86.09,24.75,74.84,34.28,49.91,71.29,52.13,40.14,91.7,93.8,106.17,31.75,20.4,146.06,19.97,37.18,23.195,,25.52,28.99,22.72,23.55,21.93,30.58,399.59,45.93,105.59,35.02,50.11,51.41,79.51,64.89,46.03,75.87,49.83,,61.99
2022-12-06,98.8,27.16,73.16,49.31,22.67,56.74,95.32,65.76,85.62,24.74,74.57,34.12,50.18,70.84,52.37,40.16,91.27,94.06,106.25,31.66,20.28,144.46,19.79,37.59,23.255,,25.57,29.09,22.62,23.67,21.98,30.92,393.83,46.0,106.95,34.9,50.25,51.01,80.0,65.67,46.14,76.07,49.87,,61.72
2022-12-07,99.68,27.33,73.8,49.45,22.86,56.91,96.03,65.73,86.86,24.86,74.98,34.29,50.14,70.91,53.26,40.39,91.72,95.05,106.72,31.72,20.39,144.22,19.68,38.38,23.47,,25.79,29.33,22.66,24.07,22.21,31.56,393.16,46.16,109.47,35.08,50.68,51.19,81.2,66.98,46.65,76.76,50.06,,62.52
2022-12-08,99.38,27.32,73.59,49.27,22.8,56.74,95.79,66.08,86.7,24.88,75.04,34.31,49.98,71.1,53.18,40.34,91.82,94.68,106.45,31.58,20.24,145.15,19.83,38.25,23.405,,25.73,29.29,22.68,24.03,22.15,31.45,396.24,46.1,109.17,35.12,50.54,51.63,81.17,66.74,46.46,76.61,49.98,,62.49
2022-12-09,98.79,27.32,73.16,49.07,22.69,56.7,95.17,65.77,86.1,24.79,75.04,34.34,49.79,70.81,52.53,40.18,91.87,94.15,106.23,31.28,20.06,144.03,19.79,37.28,23.26,,25.6,29.1,22.73,23.74,22.01,30.72,393.28,46.1,106.33,35.11,50.25,51.42,80.0,65.21,46.13,76.14,49.88,,62.21
2022-12-12,98.81,27.45,73.16,49.06,22.64,56.6,95.2,66.19,86.42,24.93,75.33,34.44,49.79,71.25,52.43,40.03,92.18,94.17,106.1,31.4,20.07,146.15,19.93,37.45,23.25,,25.58,29.08,22.78,23.68,22.01,30.82,398.95,46.09,106.67,35.23,50.24,51.78,79.99,65.44,46.26,76.04,49.85,,62.34
2022-12-13,99.47,27.75,73.66,49.07,22.86,56.9,95.89,66.59,87.25,25.22,76.11,34.82,49.88,71.94,52.98,40.52,93.18,95.13,106.69,31.72,20.3,147.17,20.29,37.79,23.43,,25.73,29.3,23.0,23.92,22.22,31.12,401.97,46.19,107.7,35.59,50.61,52.03,80.79,66.11,46.7,76.62,50.02,,62.88
2022-12-14,99.69,27.61,73.84,49.06,22.9,56.87,95.95,66.53,87.12,25.12,75.68,34.63,49.79,71.73,53.03,40.63,92.69,95.44,106.68,31.71,20.26,146.3,20.13,38.01,23.465,,25.8,29.34,22.92,23.96,22.35,31.26,399.4,46.24,108.16,35.38,50.65,51.78,80.84,66.36,46.9,76.71,50.02,,62.82
2022-12-15,99.61,27.55,73.88,48.76,22.55,56.81,95.8,65.45,86.32,24.94,75.0,34.5,48.59,70.51,52.94,39.93,92.3,95.31,106.38,31.24,20.13,143.09,19.89,38.2,23.515,,25.85,29.37,22.83,23.99,22.34,31.39,389.63,46.15,108.32,35.13,50.53,51.14,80.99,66.65,46.84,76.76,50.01,,62.62
2022-12-16,99.35,27.48,73.69,48.7,22.51,56.76,95.78,65.29,85.87,24.84,74.6,34.3,48.41,70.31,52.52,39.73,91.83,95.06,106.26,31.23,20.23,141.36,19.35,37.72,23.38,,25.75,29.26,22.71,23.81,22.29,31.09,383.27,46.21,107.11,34.94,50.39,49.73,80.37,66.04,46.8,76.5,49.98,,62.25
2022-12-19,98.74,27.33,73.25,48.51,22.4,56.59,95.03,64.55,85.4,24.73,74.22,34.13,48.28,69.88,51.81,39.56,90.79,94.53,105.89,31.13,20.11,139.63,19.12,37.11,23.255,,25.57,28.92,22.47,23.38,22.11,30.55,380.02,46.02,105.31,34.73,50.03,49.17,79.29,65.02,46.52,75.95,49.86,,61.92
2022-12-20,98.07,27.25,72.77,48.15,22.52,56.43,94.33,64.64,84.97,24.68,74.03,34.06,48.02,69.8,50.82,39.56,90.51,93.8,105.56,31.01,20.07,139.77,19.08,36.53,23.09,,25.41,28.66,22.4,22.93,21.95,30.03,380.54,45.8,103.44,34.71,49.6,49.01,77.76,63.91,46.23,75.15,49.67,,61.63
2022-12-21,98.34,27.45,72.94,48.15,22.55,56.38,94.55,65.0,86.08,24.85,74.66,34.33,48.09,70.2,51.35,39.43,91.31,94.04,105.71,31.08,20.07,141.93,19.24,36.56,23.16,,25.46,28.8,22.57,23.16,21.99,30.08,386.23,45.83,103.7,34.95,49.87,49.42,78.4,64.01,46.25,75.6,49.72,,62.45
2022-12-22,98.31,27.28,72.93,48.04,22.47,56.33,94.74,64.57,85.64,24.71,74.2,33.97,48.06,69.7,51.39,39.28,90.7,93.9,105.8,30.75,19.89,140.39,19.18,36.6,23.13,,25.46,28.79,22.52,23.19,21.97,30.11,380.72,45.8,103.68,34.78,49.87,49.18,78.47,64.07,46.21,75.62,49.74,,62.0
2022-12-23,97.97,27.38,72.53,47.72,22.45,56.36,94.45,64.61,85.18,24.81,74.39,34.07,47.91,69.6,51.01,39.27,90.98,93.7,105.74,30.74,19.81,141.29,19.34,36.13,23.07,,25.37,28.74,22.54,23.0,21.92,29.7,382.91,45.71,102.16,34.87,49.71,49.62,77.7,63.08,45.97,75.16,49.59,,61.44
2022-12-27,97.26,27.04,71.97,47.54,22.3,56.26,93.52,64.25,84.67,24.54,73.62,33.71,47.74,69.43,50.05,39.02,89.98,93.07,105.38,30.56,19.65,141.38,19.35,35.46,22.895,,25.19,28.43,22.3,22.56,21.8,29.18,381.4,45.48,100.14,34.51,49.23,49.58,76.12,61.94,45.67,74.32,49.47,,61.19
2022-12-28,97.09,26.64,71.87,47.52,22.18,56.18,92.8,63.71,84.36,24.23,72.63,33.22,47.71,68.84,49.87,38.85,88.67,92.81,105.4,30.35,19.42,139.35,19.0,35.27,22.855,,25.12,28.36,22.14,22.45,21.73,29.02,376.66,45.51,99.55,33.98,49.11,48.68,75.72,61.64,45.57,74.2,49.45,,60.85
2022-12-29,97.45,27.06,72.14,47.61,22.62,56.28,93.48,64.35,85.01,24.61,73.57,33.68,47.83,69.34,50.32,39.14,89.94,93.4,105.64,30.45,19.38,141.83,19.43,35.6,22.945,,25.23,28.52,22.28,22.68,21.84,29.32,383.44,45.61,100.68,34.52,49.38,49.69,76.5,62.23,45.79,74.61,49.51,,61.35
2022-12-30,96.99,27.02,71.84,47.43,22.43,56.11,93.0,64.34,84.59,24.61,73.63,33.71,47.55,69.47,49.79,39.15,90.0,92.75,105.52,30.53,19.37,141.25,19.29,35.24,22.825,,25.13,28.38,22.34,22.45,21.7,29.03,382.43,45.62,99.56,34.53,49.11,49.45,75.71,61.62,45.52,74.23,49.49,,60.98
2023-01-03,97.56,27.06,72.22,47.85,22.38,56.36,93.56,64.11,84.96,24.63,73.77,33.78,47.9,69.32,50.37,39.05,90.18,93.19,105.91,30.68,19.5,141.12,19.28,35.9,22.96,,25.26,28.54,22.34,22.7,21.83,29.53,380.82,45.7,101.46,34.59,49.63,49.31,76.56,62.7,45.86,74.63,49.62,,61.29
2023-01-04,98.1,27.34,72.63,48.05,22.64,56.57,94.09,64.83,86.0,24.88,74.62,34.14,48.18,69.98,50.94,39.39,91.29,93.81,106.25,31.33,19.94,143.32,19.71,36.35,23.08,,25.39,28.73,22.57,22.96,21.93,29.9,383.76,45.88,102.85,34.94,49.72,50.36,77.47,63.51,46.08,75.04,49.84,,61.93
2023-01-05,98.02,27.25,72.55,47.99,22.39,56.59,94.06,64.52,85.22,24.84,74.47,34.11,48.12,69.42,51.04,39.12,91.12,93.62,106.21,31.46,20.14,141.83,19.17,36.46,23.06,,25.36,28.7,22.58,23.01,21.91,30.02,379.38,45.87,103.28,34.91,49.64,48.99,77.74,63.72,46.0,75.1,49.78,,61.51
2023-01-06,99.09,27.61,73.35,48.3,22.78,56.77,95.28,64.99,86.73,25.13,75.53,34.61,48.36,70.13,52.15,39.79,92.44,94.83,106.62,31.92,20.49,145.23,19.69,37.08,23.31,,25.65,29.1,22.87,23.53,22.17,30.54,388.08,46.15,105.18,35.38,50.33,50.29,79.39,64.83,46.53,76.11,50.05,,62.46
2023-01-09,99.34,27.75,73.55,48.18,22.89,56.9,95.53,65.46,86.56,25.25,75.8,34.75,48.16,70.49,52.36,39.95,92.84,95.11,106.87,31.95,20.46,145.29,19.66,37.29,23.385,,25.71,29.19,22.94,23.64,22.25,30.69,387.86,46.31,105.74,35.53,50.45,50.24,79.74,65.15,46.72,76.32,50.21,,62.42
2023-01-10,98.96,27.74,73.26,48.11,22.78,56.96,95.19,65.94,86.02,25.23,75.71,34.7,48.17,70.86,52.03,39.9,92.72,94.72,106.94,32.03,20.53,146.38,19.71,36.72,23.295,,25.63,29.1,22.96,23.5,22.14,30.24,390.58,46.36,103.99,35.49,50.31,50.28,79.28,64.18,46.5,76.11,50.23,,62.04
2023-01-11,99.57,27.93,73.65,48.48,23.0,57.14,95.82,66.26,87.0,25.39,76.21,34.93,48.5,70.54,52.69,40.21,93.38,95.38,107.29,32.3,20.73,148.16,20.42,37.27,23.43,,25.76,29.32,23.11,23.79,22.31,30.66,395.52,46.43,105.68,35.71,50.64,52.09,80.35,65.12,46.76,76.54,50.33,,62.54
2023-01-12,100.29,28.11,74.22,48.64,23.24,57.36,96.72,66.71,88.03,25.59,76.64,35.13,48.57,71.33,53.47,40.74,93.88,96.05,107.7,32.44,20.79,148.72,20.68,37.94,23.63,,25.9,29.58,23.21,24.17,22.48,31.22,396.96,46.65,107.76,35.95,51.1,52.83,81.63,66.27,47.06,77.32,50.55,,63.26
2023-01-13,99.92,28.04,73.97,48.52,23.29,57.31,96.44,67.07,87.82,25.54,76.64,35.14,48.49,71.96,53.34,40.69,93.96,95.61,107.55,32.53,20.88,149.07,20.53,37.63,23.525,,25.88,29.46,23.24,24.06,22.38,30.95,398.5,46.62,106.75,35.97,50.95,52.42,81.34,65.73,46.92,77.1,50.5,,63.08
2023-01-17,99.74,27.97,73.87,48.71,23.32,57.43,96.31,67.28,87.91,25.48,76.38,35.03,48.69,72.23,52.95,40.79,93.69,95.39,107.56,32.86,21.06,148.74,20.59,37.43,23.49,,25.83,29.43,23.2,23.93,22.33,30.77,397.77,46.71,106.06,35.83,50.82,52.65,80.73,65.38,46.78,76.95,50.54,,63.21
2023-01-18,100.73,28.07,74.55,48.99,23.46,57.61,96.89,67.08,88.95,25.58,76.47,35.04,48.94,71.87,53.8,41.0,93.78,96.39,108.21,32.87,21.12,146.45,20.3,38.26,23.72,,26.07,29.7,23.23,24.31,22.55,31.49,391.49,46.95,108.63,35.84,51.3,52.07,82.01,66.86,47.29,77.68,50.79,,63.98
2023-01-19,100.5,27.91,74.4,48.94,23.5,57.65,97.0,66.68,88.7,25.42,76.02,34.82,48.83,71.62,53.7,41.05,93.16,96.12,108.21,32.87,21.2,144.94,20.19,38.07,23.66,,26.03,29.66,23.1,24.24,22.52,31.32,388.64,47.01,107.95,35.66,51.25,51.74,81.8,66.46,47.23,77.52,50.84,,63.8
2023-01-20,100.09,27.94,74.07,48.71,23.5,57.57,96.54,67.3,88.5,25.42,76.17,34.89,48.66,72.47,53.28,40.84,93.39,95.82,107.97,32.95,21.25,147.46,20.43,37.51,23.565,,25.93,29.53,23.13,24.04,22.44,30.83,395.88,46.98,106.2,35.76,51.02,52.42,81.08,65.5,47.05,77.13,50.76,,63.66
2023-01-23,99.84,27.92,73.89,48.59,23.28,57.47,96.37,67.88,88.45,25.41,76.16,34.86,48.55,72.95,53.02,40.77,93.27,95.5,107.73,33.21,21.38,149.33,20.5,37.31,23.495,,25.83,29.46,23.13,23.94,22.35,30.72,400.63,46.92,105.7,35.69,50.91,52.91,80.71,65.17,46.88,76.97,50.7,,63.62
2023-01-24,100.28,27.92,74.22,48.8,23.39,57.67,96.82,67.82,88.84,25.41,76.21,34.9,48.74,72.97,53.52,40.97,93.39,95.98,107.94,33.14,21.3,148.98,20.57,37.84,23.61,,25.95,29.58,23.15,24.16,22.47,31.12,400.2,47.0,107.22,35.66,51.15,53.17,81.52,66.07,47.15,77.34,50.8,,64.03
2023-01-25,100.4,27.94,74.31,48.84,23.55,57.58,96.88,67.7,88.78,25.44,76.2,34.89,48.78,72.9,53.51,41.09,93.39,96.27,108.1,33.17,21.36,149.32,20.59,37.91,23.625,,25.99,29.61,23.12,24.16,22.54,31.19,400.35,47.06,107.48,35.7,51.16,53.08,81.47,66.23,47.31,77.41,50.85,,63.9
2023-01-26,100.23,27.98,74.17,48.71,23.43,57.51,96.83,67.9,88.78,25.46,76.39,34.99,48.68,73.17,53.52,40.87,93.63,95.94,108.2,33.35,21.49,150.52,20.8,37.72,23.605,,25.95,29.6,23.19,24.17,22.5,31.03,404.75,47.1,106.98,35.83,51.14,53.56,81.5,65.93,47.17,77.39,50.8,,63.94
2023-01-27,100.08,27.94,74.09,48.61,23.31,57.49,96.65,68.32,88.61,25.44,76.16,34.87,48.56,73.56,53.29,40.69,93.39,95.97,107.97,33.39,21.4,150.8,21.03,37.63,23.56,,25.9,29.51,23.12,24.02,22.47,30.97,405.68,47.02,106.71,35.73,51.03,54.37,81.19,65.75,47.22,77.14,50.76,,63.78
2023-01-30,99.81,27.85,73.88,48.41,23.14,57.47,96.37,67.83,87.48,25.35,75.74,34.71,48.43,73.19,53.03,40.33,92.9,95.56,107.89,33.4,21.52,149.2,20.77,37.5,23.5,,25.85,29.43,23.02,23.91,22.36,30.85,400.59,47.03,106.32,35.55,50.87,53.62,80.73,65.52,46.96,76.95,50.77,,63.06
2023-01-31,100.22,28.07,74.22,48.55,23.23,57.54,97.08,68.21,87.91,25.55,76.33,34.97,48.52,73.71,53.49,40.59,93.63,95.88,108.12,33.6,21.62,151.73,21.19,37.82,23.625,,25.96,29.63,23.17,24.13,22.45,31.1,406.48,47.12,107.17,35.79,51.24,54.74,81.53,66.02,47.09,77.49,50.82,,63.44
2023-02-01,100.68,28.22,74.52,48.64,23.47,57.63,97.51,68.67,89.26,25.7,76.76,35.14,48.63,74.13,54.11,41.09,94.02,96.45,108.39,33.6,21.76,153.28,21.33,38.11,23.695,,26.04,29.77,23.3,24.38,22.62,31.37,410.8,47.11,108.18,35.94,51.46,54.95,82.38,66.59,47.41,77.9,50.91,,64.18
2023-02-02,100.79,28.29,74.57,49.09,23.65,57.63,97.57,69.54,89.55,25.76,77.2,35.32,48.97,75.11,54.15,41.15,94.63,96.43,108.49,33.81,21.88,154.96,21.78,38.16,23.72,,26.08,29.83,23.4,24.4,22.59,31.39,416.78,47.21,108.32,36.15,51.53,56.28,82.45,66.69,47.38,77.95,51.02,,64.37
2023-02-03,99.82,28.05,73.91,48.78,23.08,57.47,96.64,69.09,88.32,25.6,76.39,34.98,48.84,74.51,53.38,40.38,93.67,95.67,107.88,33.46,21.48,153.06,21.37,37.59,23.515,,25.86,29.55,23.21,24.04,22.38,30.93,412.35,47.06,106.7,35.79,51.08,55.29,81.24,65.71,46.99,77.25,50.8,,63.6
2023-02-06,99.27,27.94,73.45,48.58,22.81,57.25,96.06,68.56,87.07,25.47,75.9,34.74,48.71,74.31,52.92,39.9,93.12,94.84,107.5,33.17,21.29,151.98,21.26,37.33,23.35,,25.7,29.32,23.07,23.87,22.2,30.7,409.83,46.85,105.91,35.59,50.75,54.98,80.55,65.22,46.56,76.74,50.59,,62.74
2023-02-07,99.1,28.07,73.35,48.46,22.91,57.29,95.87,68.8,87.15,25.63,76.17,34.88,48.52,74.69,52.66,39.84,93.48,94.76,107.41,33.11,21.3,153.4,21.18,37.05,23.32,,25.64,29.27,23.13,23.73,22.19,30.48,415.19,46.75,105.06,35.77,50.62,54.81,80.05,64.73,46.55,76.55,50.56,,62.8
2023-02-08,99.24,27.98,73.48,48.56,22.89,57.23,95.96,68.87,87.1,25.5,75.85,34.74,48.56,74.56,52.65,39.88,93.12,95.02,107.4,33.13,21.35,151.89,21.11,37.16,23.355,,25.7,29.27,23.09,23.72,22.25,30.6,410.65,46.79,105.56,35.61,50.67,54.67,80.13,65.01,46.72,76.55,50.58,,62.73
2023-02-09,98.85,27.77,73.18,48.47,22.85,57.16,95.37,68.46,86.53,25.35,75.36,34.51,48.65,74.16,52.04,40.08,92.45,94.67,107.37,32.89,21.22,150.5,20.87,36.89,23.27,,25.6,29.09,22.97,23.44,22.15,30.35,407.09,46.73,104.56,35.38,50.36,54.03,79.07,64.44,46.55,76.12,50.56,,62.36
2023-02-10,98.42,27.63,72.87,48.35,22.77,57.11,94.91,68.23,85.86,25.22,74.78,34.23,48.43,73.92,51.58,39.67,91.73,94.25,107.15,32.89,21.08,150.96,20.95,36.49,23.17,,25.49,28.95,22.79,23.22,22.08,30.05,408.04,46.61,103.39,35.12,50.09,54.24,78.32,63.75,46.31,75.72,50.44,,61.85
2023-02-13,98.72,27.64,73.07,48.43,22.8,57.15,95.21,68.81,86.1,25.22,74.97,34.31,48.47,74.31,51.91,39.84,91.99,94.57,107.35,33.13,21.24,152.65,21.14,36.77,23.245,,25.55,29.02,22.86,23.38,22.15,30.28,412.83,46.6,104.26,35.21,50.22,54.74,78.82,64.28,46.53,75.85,50.47,,62.02
2023-02-14,98.37,27.63,72.82,48.29,22.78,57.08,94.95,68.91,86.15,25.23,74.99,34.3,48.34,74.36,51.82,39.76,92.0,94.04,107.16,33.17,21.3,152.36,20.94,36.69,23.16,,25.48,28.94,22.83,23.36,22.03,30.2,412.64,46.57,104.02,35.26,50.14,54.3,78.75,64.1,46.27,75.78,50.37,,62.03
2023-02-15,98.18,27.61,72.66,48.2,22.51,56.82,94.67,69.22,85.9,25.16,74.87,34.29,48.27,74.87,51.43,39.31,91.86,94.02,106.8,33.23,21.32,153.08,21.01,36.35,23.11,,25.41,28.88,22.81,23.16,22.01,29.95,413.98,46.33,103.05,35.17,49.96,54.47,78.18,63.58,46.2,75.5,50.15,,61.82
2023-02-16,97.77,27.38,72.38,48.1,22.49,56.49,94.25,68.64,85.34,24.99,74.27,33.99,48.23,74.3,50.78,38.94,91.08,93.69,106.24,32.96,21.09,151.35,20.82,35.91,23.025,,25.32,28.66,22.65,22.85,21.92,29.56,408.28,45.95,101.59,34.92,49.67,54.07,77.15,62.78,46.07,75.03,49.85,,61.48
2023-02-17,98.0,27.54,72.54,48.2,22.55,56.23,94.4,68.31,85.37,25.11,74.56,34.14,48.34,73.59,51.08,39.29,91.38,93.85,105.89,32.9,21.02,151.03,20.73,36.14,23.06,,25.37,28.77,22.71,23.0,21.98,29.77,407.26,45.81,102.38,35.03,49.84,53.88,77.58,63.2,46.15,75.28,49.59,,61.45
2023-02-21,97.08,27.13,71.91,47.81,22.31,55.99,93.4,67.46,84.08,24.78,73.41,33.61,47.96,73.08,50.17,38.76,89.94,92.79,105.2,32.1,20.5,147.75,20.35,35.51,22.845,,25.15,28.45,22.41,22.55,21.72,29.22,399.09,45.53,100.39,34.5,49.3,52.96,76.1,62.04,45.64,74.44,49.39,,60.51
